,rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval,connected_componentes
0,no,400,[0. 0. 1.],49,5,0.15,12.433333333333334,0.45176633194185417,12.433333333333334
1,no,400,[0.  0.1 0.9],49,5,0.15,12.433333333333334,0.4452146078039232,12.433333333333334
2,no,400,[0.  0.2 0.8],49,5,0.15,12.433333333333334,0.4452146078039232,12.433333333333334
3,no,400,[0.  0.3 0.7],49,5,0.15,12.433333333333334,0.4437778261947277,12.433333333333334
4,no,400,[0.  0.4 0.6],49,5,0.15,12.433333333333334,0.4437073957236888,12.433333333333334
5,no,400,[0.  0.5 0.5],49,5,0.15,12.433333333333334,0.44227061411449337,12.433333333333334
6,no,400,[0.  0.6 0.4],49,5,0.15,12.633333333333333,0.4393605706970761,12.633333333333333
7,no,400,[0.  0.7 0.3],49,5,0.15,12.633333333333333,0.4384985017315589,12.633333333333333
8,no,400,[0.  0.8 0.2],49,5,0.15,12.633333333333333,0.4298778120763865,12.633333333333333
9,no,400,[0.  0.9 0.1],49,5,0.15,12.383333333333333,0.43134880961181493,12.383333333333333
10,no,400,[0. 1. 0.],49,5,0.18333333333333332,12.566666666666666,0.4303090794047263,12.566666666666666
11,no,400,[0.1 0.  0.9],49,5,0.15,12.433333333333334,0.46038702159702655,12.433333333333334
12,no,400,[0.1 0.1 0.8],49,5,0.15,12.433333333333334,0.45383529745909557,12.433333333333334
13,no,400,[0.1 0.2 0.7],49,5,0.15,12.433333333333334,0.45383529745909557,12.433333333333334
14,no,400,[0.1 0.3 0.6],49,5,0.15,12.433333333333334,0.4437778261947277,12.433333333333334
15,no,400,[0.1 0.4 0.5],49,5,0.15,12.433333333333334,0.44227061411449337,12.433333333333334
16,no,400,[0.1 0.5 0.4],49,5,0.15,12.566666666666666,0.4401633344210067,12.566666666666666
17,no,400,[0.1 0.6 0.3],49,5,0.15,12.633333333333333,0.4298778120763865,12.633333333333333
18,no,400,[0.1 0.7 0.2],49,5,0.15,12.633333333333333,0.42986035118877475,12.633333333333333
19,no,400,[0.1 0.8 0.1],49,5,0.15,12.383333333333333,0.43276842628064627,12.383333333333333
20,no,400,[0.1 0.9 0. ],49,5,0.18333333333333332,12.566666666666666,0.4388497944085182,12.566666666666666
21,no,400,[0.2 0.  0.8],49,5,0.15,12.433333333333334,0.46038702159702655,12.433333333333334
22,no,400,[0.2 0.1 0.7],49,5,0.15,12.433333333333334,0.46245598711426794,12.433333333333334
23,no,400,[0.2 0.2 0.6],49,5,0.15,12.433333333333334,0.4437778261947277,12.433333333333334
