,rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval,connected_componentes
21,no,200,[0.2 0.  0.8],49,5,1.05,25.8,0.35924412554557755,25.8
22,no,200,[0.2 0.1 0.7],49,5,1.0666666666666667,24.8,0.34806067694327847,24.8
23,no,200,[0.2 0.2 0.6],49,5,1.1666666666666667,23.566666666666666,0.36616413500623735,23.566666666666666
24,no,200,[0.2 0.3 0.5],49,5,1.0666666666666667,23.383333333333333,0.39272630659525104,23.383333333333333
25,no,200,[0.2 0.4 0.4],49,5,1.0666666666666667,23.383333333333333,0.3933814790090441,23.383333333333333
26,no,200,[0.2 0.5 0.3],49,5,1.0666666666666667,23.383333333333333,0.3923814790090441,23.383333333333333
27,no,200,[0.2 0.6 0.2],49,5,1.1,22.966666666666665,0.37376724521583843,22.966666666666665
28,no,200,[0.2 0.7 0.1],49,5,1.1,22.966666666666665,0.3655973105753155,22.966666666666665
29,no,200,[0.2 0.8 0. ],49,5,1.1,23.85,0.3634503198345749,23.85
30,no,200,[0.3 0.  0.7],49,5,1.05,25.8,0.35924412554557755,25.8
31,no,200,[0.3 0.1 0.6],49,5,1.0666666666666667,24.8,0.3485595431564304,24.8
32,no,200,[0.3 0.2 0.5],49,5,1.1,22.966666666666665,0.3882284051587428,22.966666666666665
33,no,200,[0.3 0.3 0.4],49,5,1.0666666666666667,23.383333333333333,0.39272630659525104,23.383333333333333
34,no,200,[0.3 0.4 0.3],49,5,1.0666666666666667,23.383333333333333,0.3923814790090441,23.383333333333333
35,no,200,[0.3 0.5 0.2],49,5,1.1,22.966666666666665,0.375401232143943,22.966666666666665
36,no,200,[0.3 0.6 0.1],49,5,1.1,22.966666666666665,0.3655973105753155,22.966666666666665
37,no,200,[0.3 0.7 0. ],49,5,1.1,23.85,0.3634503198345749,23.85
38,no,200,[0.4 0.  0.6],49,5,0.9833333333333333,25.2,0.3826874125826146,25.2
39,no,200,[0.4 0.1 0.5],49,5,1.0,24.2,0.37152439576414015,24.2
40,no,200,[0.4 0.2 0.4],49,5,1.0666666666666667,23.383333333333333,0.39272630659525104,23.383333333333333
41,no,200,[0.4 0.3 0.3],49,5,1.0666666666666667,23.383333333333333,0.39345963992858435,23.383333333333333
42,no,200,[0.4 0.4 0.2],49,5,1.1,22.966666666666665,0.37475890624806746,22.966666666666665
43,no,200,[0.4 0.5 0.1],49,5,1.1,22.966666666666665,0.375401232143943,22.966666666666665
44,no,200,[0.4 0.6 0. ],49,5,1.1,23.916666666666668,0.36269868584764675,23.916666666666668
45,no,200,[0.5 0.  0.5],49,5,0.9833333333333333,25.2,0.3826874125826146,25.2
46,no,200,[0.5 0.1 0.4],49,5,1.0,24.2,0.37152439576414015,24.2
47,no,200,[0.5 0.2 0.3],49,5,1.0666666666666667,23.383333333333333,0.3937263065952511,23.383333333333333
48,no,200,[0.5 0.3 0.2],49,5,1.0666666666666667,23.383333333333333,0.38095963992858445,23.383333333333333
49,no,200,[0.5 0.4 0.1],49,5,1.1,22.966666666666665,0.37612018639230904,22.966666666666665
50,no,200,[0.5 0.5 0. ],49,5,1.1,23.916666666666668,0.36269868584764675,23.916666666666668
51,no,200,[0.6 0.  0.4],49,5,0.9833333333333333,25.2,0.3826874125826146,25.2
52,no,200,[0.6 0.1 0.3],49,5,1.05,23.616666666666667,0.3853623347539727,23.616666666666667
53,no,200,[0.6 0.2 0.2],49,5,1.0666666666666667,23.383333333333333,0.3768929732619178,23.383333333333333
54,no,200,[0.6 0.3 0.1],49,5,1.1,22.966666666666665,0.37612018639230904,22.966666666666665
55,no,200,[0.6 0.4 0. ],49,5,1.1,22.966666666666665,0.3644416052376249,22.966666666666665
56,no,200,[0.7 0.  0.3],49,5,0.9833333333333333,25.2,0.3826874125826146,25.2
57,no,200,[0.7 0.1 0.2],49,5,1.0666666666666667,23.383333333333333,0.39039297326191774,23.383333333333333
58,no,200,[0.7 0.2 0.1],49,5,1.0666666666666667,23.383333333333333,0.3776263065952511,23.383333333333333
59,no,200,[0.7 0.3 0. ],49,5,1.1,22.966666666666665,0.3644416052376249,22.966666666666665
60,no,200,[0.8 0.  0.2],49,5,0.9833333333333333,25.2,0.3826874125826146,25.2
61,no,200,[0.8 0.1 0.1],49,5,1.0666666666666667,23.383333333333333,0.3768929732619178,23.383333333333333
62,no,200,[ 0.8  0.2 -0. ],49,5,1.1,22.966666666666665,0.3611736313814158,22.966666666666665
63,no,200,[0.9 0.  0.1],49,5,0.9833333333333333,25.2,0.3826874125826146,25.2
64,no,200,[ 0.9  0.1 -0. ],49,5,1.0666666666666667,23.166666666666668,0.3692109499870566,23.166666666666668
65,no,200,[1. 0. 0.],49,5,1.0,23.3,0.3897573900237641,23.3
