,rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval,connected_componentes
0,no,300,[0. 0. 1.],49,7,0.4666666666666667,17.983333333333334,0.4532546902558227,17.983333333333334
1,no,300,[0.  0.1 0.9],49,7,0.4666666666666667,17.983333333333334,0.44607078220984564,17.983333333333334
2,no,300,[0.  0.2 0.8],49,7,0.4666666666666667,17.983333333333334,0.44604613154498196,17.983333333333334
3,no,300,[0.  0.3 0.7],49,7,0.4666666666666667,17.983333333333334,0.4575403844185452,17.983333333333334
4,no,300,[0.  0.4 0.6],49,7,0.4666666666666667,17.983333333333334,0.454671028442598,17.983333333333334
5,no,300,[0.  0.5 0.5],49,7,0.4666666666666667,17.983333333333334,0.43371866761320876,17.983333333333334
6,no,300,[0.  0.6 0.4],49,7,0.4666666666666667,17.983333333333334,0.4335344648427991,17.983333333333334
7,no,300,[0.  0.7 0.3],49,7,0.4666666666666667,17.983333333333334,0.4315378338479517,17.983333333333334
8,no,300,[0.  0.8 0.2],49,7,0.4166666666666667,19.3,0.4118361271045509,19.3
9,no,300,[0.  0.9 0.1],49,7,0.4166666666666667,19.05,0.4200016529322697,19.05
10,no,300,[0. 1. 0.],49,7,0.4666666666666667,18.933333333333334,0.41236400164320924,18.933333333333334
11,no,300,[0.1 0.  0.9],49,7,0.4666666666666667,17.983333333333334,0.4532546902558227,17.983333333333334
12,no,300,[0.1 0.1 0.8],49,7,0.4666666666666667,17.983333333333334,0.44894434542823647,17.983333333333334
13,no,300,[0.1 0.2 0.7],49,7,0.4666666666666667,17.983333333333334,0.4489196947633728,17.983333333333334
14,no,300,[0.1 0.3 0.6],49,7,0.4666666666666667,17.983333333333334,0.4575403844185452,17.983333333333334
15,no,300,[0.1 0.4 0.5],49,7,0.4666666666666667,17.983333333333334,0.4451882698219083,17.983333333333334
16,no,300,[0.1 0.5 0.4],49,7,0.4666666666666667,17.983333333333334,0.43371866761320876,17.983333333333334
17,no,300,[0.1 0.6 0.3],49,7,0.4666666666666667,17.983333333333334,0.4335344648427991,17.983333333333334
18,no,300,[0.1 0.7 0.2],49,7,0.4166666666666667,19.3,0.4118361271045509,19.3
19,no,300,[0.1 0.8 0.1],49,7,0.4666666666666667,18.85,0.4136901504251833,18.85
