packet_uid,message_id,packet_name,source,dest,start_time,delivered,dropped,delivery_time,delay_seconds,hops,path
1600:13580:packet0,13580,packet0,veh863,veh862,1600,True,False,1601,1,2,veh863->veh786->veh862
1600:13580:packet1,13580,packet1,veh863,veh862,1600,True,False,1601,1,2,veh863->veh786->veh862
1600:13580:packet2,13580,packet2,veh863,veh862,1600,True,False,1601,1,2,veh863->veh786->veh862
1600:13580:packet3,13580,packet3,veh863,veh862,1600,True,False,1601,1,2,veh863->veh786->veh862
1600:13580:packet4,13580,packet4,veh863,veh862,1600,True,False,1601,1,2,veh863->veh786->veh862
1600:13580:packet5,13580,packet5,veh863,veh862,1600,True,False,1601,1,2,veh863->veh786->veh862
1600:13580:packet6,13580,packet6,veh863,veh862,1600,True,False,1601,1,2,veh863->veh786->veh862
1600:13580:packet7,13580,packet7,veh863,veh862,1600,True,False,1601,1,2,veh863->veh786->veh862
1600:13580:packet8,13580,packet8,veh863,veh862,1600,True,False,1601,1,2,veh863->veh786->veh862
1601:13616:packet0,13616,packet0,veh772,veh875,1601,True,False,1601,0,1,veh772->veh875
1601:13616:packet1,13616,packet1,veh772,veh875,1601,True,False,1601,0,1,veh772->veh875
1601:13616:packet2,13616,packet2,veh772,veh875,1601,True,False,1601,0,1,veh772->veh875
1601:13616:packet3,13616,packet3,veh772,veh875,1601,True,False,1601,0,1,veh772->veh875
1601:13616:packet4,13616,packet4,veh772,veh875,1601,True,False,1601,0,1,veh772->veh875
1601:13616:packet5,13616,packet5,veh772,veh875,1601,True,False,1601,0,1,veh772->veh875
1601:13616:packet6,13616,packet6,veh772,veh875,1601,True,False,1601,0,1,veh772->veh875
1601:13616:packet7,13616,packet7,veh772,veh875,1601,True,False,1601,0,1,veh772->veh875
1601:13622:packet0,13622,packet0,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1601:13622:packet1,13622,packet1,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1601:13622:packet2,13622,packet2,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1601:13622:packet3,13622,packet3,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1601:13622:packet4,13622,packet4,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1601:13622:packet5,13622,packet5,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1601:13622:packet6,13622,packet6,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1601:13622:packet7,13622,packet7,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1601:13622:packet8,13622,packet8,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1601:13622:packet9,13622,packet9,veh820,veh815,1601,True,False,1601,0,1,veh820->veh815
1600:13573:packet0,13573,packet0,veh899,veh736,1600,True,False,1602,2,2,veh899->veh889->veh736
1600:13573:packet1,13573,packet1,veh899,veh736,1600,True,False,1602,2,2,veh899->veh889->veh736
1600:13573:packet2,13573,packet2,veh899,veh736,1600,True,False,1602,2,2,veh899->veh889->veh736
1600:13573:packet3,13573,packet3,veh899,veh736,1600,True,False,1602,2,2,veh899->veh889->veh736
1600:13573:packet4,13573,packet4,veh899,veh736,1600,True,False,1602,2,2,veh899->veh889->veh736
1600:13573:packet5,13573,packet5,veh899,veh736,1600,True,False,1602,2,2,veh899->veh889->veh736
1600:13573:packet6,13573,packet6,veh899,veh736,1600,True,False,1602,2,2,veh899->veh889->veh736
1600:13573:packet7,13573,packet7,veh899,veh736,1600,True,False,1602,2,2,veh899->veh889->veh736
1600:13573:packet8,13573,packet8,veh899,veh736,1600,True,False,1602,2,2,veh899->veh889->veh736
1602:13628:packet0,13628,packet0,veh843,veh831,1602,True,False,1602,0,1,veh843->veh831
1602:13628:packet1,13628,packet1,veh843,veh831,1602,True,False,1602,0,1,veh843->veh831
1602:13628:packet2,13628,packet2,veh843,veh831,1602,True,False,1602,0,1,veh843->veh831
1602:13628:packet3,13628,packet3,veh843,veh831,1602,True,False,1602,0,1,veh843->veh831
1602:13633:packet0,13633,packet0,veh842,veh831,1602,True,False,1602,0,1,veh842->veh831
1602:13633:packet1,13633,packet1,veh842,veh831,1602,True,False,1602,0,1,veh842->veh831
1602:13633:packet2,13633,packet2,veh842,veh831,1602,True,False,1602,0,1,veh842->veh831
1602:13633:packet3,13633,packet3,veh842,veh831,1602,True,False,1602,0,1,veh842->veh831
1602:13633:packet4,13633,packet4,veh842,veh831,1602,True,False,1602,0,1,veh842->veh831
1602:13633:packet5,13633,packet5,veh842,veh831,1602,True,False,1602,0,1,veh842->veh831
1602:13633:packet6,13633,packet6,veh842,veh831,1602,True,False,1602,0,1,veh842->veh831
1602:13636:packet0,13636,packet0,veh805,veh789,1602,True,False,1602,0,1,veh805->veh789
1602:13636:packet1,13636,packet1,veh805,veh789,1602,True,False,1602,0,1,veh805->veh789
1602:13636:packet2,13636,packet2,veh805,veh789,1602,True,False,1602,0,1,veh805->veh789
1600:13592:packet0,13592,packet0,veh886,veh843,1600,True,False,1603,3,11,veh886->veh891->veh863->veh786->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1600:13592:packet1,13592,packet1,veh886,veh843,1600,True,False,1603,3,12,veh886->veh891->veh863->veh786->veh862->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1600:13592:packet2,13592,packet2,veh886,veh843,1600,True,False,1603,3,12,veh886->veh891->veh863->veh786->veh862->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1600:13592:packet3,13592,packet3,veh886,veh843,1600,True,False,1603,3,12,veh886->veh891->veh863->veh786->veh862->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1600:13592:packet4,13592,packet4,veh886,veh843,1600,True,False,1603,3,12,veh886->veh891->veh863->veh786->veh862->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1600:13592:packet5,13592,packet5,veh886,veh843,1600,True,False,1603,3,11,veh886->veh891->veh863->veh786->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1600:13592:packet6,13592,packet6,veh886,veh843,1600,True,False,1603,3,12,veh886->veh891->veh863->veh786->veh862->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1600:13592:packet7,13592,packet7,veh886,veh843,1600,True,False,1603,3,12,veh886->veh891->veh863->veh786->veh862->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1600:13592:packet8,13592,packet8,veh886,veh843,1600,True,False,1603,3,12,veh886->veh891->veh863->veh786->veh862->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1600:13592:packet9,13592,packet9,veh886,veh843,1600,True,False,1603,3,12,veh886->veh891->veh863->veh786->veh862->veh860->veh820->veh856->veh808->veh887->veh842->veh831->veh843
1603:13647:packet0,13647,packet0,veh815,veh847,1603,True,False,1603,0,1,veh815->veh847
1603:13647:packet1,13647,packet1,veh815,veh847,1603,True,False,1603,0,1,veh815->veh847
1603:13647:packet2,13647,packet2,veh815,veh847,1603,True,False,1603,0,1,veh815->veh847
1603:13647:packet3,13647,packet3,veh815,veh847,1603,True,False,1603,0,1,veh815->veh847
1603:13647:packet4,13647,packet4,veh815,veh847,1603,True,False,1603,0,1,veh815->veh847
1603:13647:packet5,13647,packet5,veh815,veh847,1603,True,False,1603,0,1,veh815->veh847
1603:13647:packet6,13647,packet6,veh815,veh847,1603,True,False,1603,0,1,veh815->veh847
1603:13647:packet7,13647,packet7,veh815,veh847,1603,True,False,1603,0,1,veh815->veh847
1601:13601:packet0,13601,packet0,veh852,veh844,1601,True,False,1604,3,6,veh852->veh842->veh831->veh894->veh828->veh843->veh844
1601:13601:packet1,13601,packet1,veh852,veh844,1601,True,False,1604,3,6,veh852->veh842->veh831->veh894->veh828->veh843->veh844
1601:13601:packet2,13601,packet2,veh852,veh844,1601,True,False,1604,3,6,veh852->veh842->veh831->veh894->veh828->veh843->veh844
1601:13601:packet3,13601,packet3,veh852,veh844,1601,True,False,1604,3,6,veh852->veh842->veh831->veh894->veh828->veh843->veh844
1601:13621:packet0,13621,packet0,veh843,veh902,1601,True,False,1604,3,5,veh843->veh828->veh844->veh855->veh879->veh902
1601:13621:packet1,13621,packet1,veh843,veh902,1601,True,False,1604,3,5,veh843->veh828->veh844->veh855->veh879->veh902
1601:13621:packet2,13621,packet2,veh843,veh902,1601,True,False,1604,3,5,veh843->veh828->veh844->veh855->veh879->veh902
1604:13682:packet0,13682,packet0,veh792,veh795,1604,True,False,1604,0,1,veh792->veh795
1604:13682:packet1,13682,packet1,veh792,veh795,1604,True,False,1604,0,1,veh792->veh795
1604:13682:packet2,13682,packet2,veh792,veh795,1604,True,False,1604,0,1,veh792->veh795
1604:13682:packet3,13682,packet3,veh792,veh795,1604,True,False,1604,0,1,veh792->veh795
1604:13682:packet4,13682,packet4,veh792,veh795,1604,True,False,1604,0,1,veh792->veh795
1604:13682:packet5,13682,packet5,veh792,veh795,1604,True,False,1604,0,1,veh792->veh795
1604:13682:packet6,13682,packet6,veh792,veh795,1604,True,False,1604,0,1,veh792->veh795
1604:13682:packet7,13682,packet7,veh792,veh795,1604,True,False,1604,0,1,veh792->veh795
1604:13682:packet8,13682,packet8,veh792,veh795,1604,True,False,1604,0,1,veh792->veh795
1604:13667:packet0,13667,packet0,veh887,veh855,1604,True,False,1605,1,6,veh887->veh842->veh831->veh843->veh828->veh844->veh855
1604:13667:packet1,13667,packet1,veh887,veh855,1604,True,False,1605,1,8,veh887->veh842->veh797->veh831->veh894->veh843->veh828->veh844->veh855
1604:13667:packet2,13667,packet2,veh887,veh855,1604,True,False,1605,1,7,veh887->veh842->veh797->veh831->veh894->veh843->veh836->veh855
1604:13667:packet3,13667,packet3,veh887,veh855,1604,True,False,1605,1,8,veh887->veh842->veh797->veh831->veh894->veh843->veh828->veh844->veh855
1604:13667:packet4,13667,packet4,veh887,veh855,1604,True,False,1605,1,8,veh887->veh842->veh797->veh831->veh894->veh843->veh828->veh844->veh855
1604:13667:packet5,13667,packet5,veh887,veh855,1604,True,False,1605,1,8,veh887->veh842->veh797->veh831->veh894->veh843->veh828->veh844->veh855
1604:13667:packet6,13667,packet6,veh887,veh855,1604,True,False,1605,1,8,veh887->veh842->veh797->veh831->veh894->veh843->veh828->veh844->veh855
1604:13667:packet7,13667,packet7,veh887,veh855,1604,True,False,1605,1,8,veh887->veh842->veh797->veh831->veh894->veh843->veh828->veh844->veh855
1604:13667:packet8,13667,packet8,veh887,veh855,1604,True,False,1605,1,8,veh887->veh842->veh797->veh831->veh894->veh843->veh828->veh844->veh855
1604:13667:packet9,13667,packet9,veh887,veh855,1604,True,False,1605,1,8,veh887->veh842->veh797->veh831->veh894->veh843->veh828->veh844->veh855
1605:13687:packet5,13687,packet5,veh841,veh863,1605,True,False,1605,0,5,veh841->veh815->veh875->veh860->veh786->veh863
1605:13693:packet0,13693,packet0,veh874,veh895,1605,True,False,1605,0,1,veh874->veh895
1605:13693:packet1,13693,packet1,veh874,veh895,1605,True,False,1605,0,1,veh874->veh895
1605:13693:packet2,13693,packet2,veh874,veh895,1605,True,False,1605,0,1,veh874->veh895
1605:13693:packet3,13693,packet3,veh874,veh895,1605,True,False,1605,0,1,veh874->veh895
1605:13693:packet4,13693,packet4,veh874,veh895,1605,True,False,1605,0,1,veh874->veh895
1605:13693:packet5,13693,packet5,veh874,veh895,1605,True,False,1605,0,1,veh874->veh895
1605:13693:packet6,13693,packet6,veh874,veh895,1605,True,False,1605,0,1,veh874->veh895
1605:13693:packet7,13693,packet7,veh874,veh895,1605,True,False,1605,0,1,veh874->veh895
1605:13693:packet8,13693,packet8,veh874,veh895,1605,True,False,1605,0,1,veh874->veh895
1602:13626:packet0,13626,packet0,veh874,veh882,1602,True,False,1606,4,3,veh874->veh895->veh911->veh882
1602:13626:packet1,13626,packet1,veh874,veh882,1602,True,False,1606,4,3,veh874->veh895->veh911->veh882
1602:13626:packet2,13626,packet2,veh874,veh882,1602,True,False,1606,4,3,veh874->veh895->veh911->veh882
1602:13626:packet3,13626,packet3,veh874,veh882,1602,True,False,1606,4,3,veh874->veh895->veh911->veh882
1602:13626:packet4,13626,packet4,veh874,veh882,1602,True,False,1606,4,3,veh874->veh895->veh911->veh882
1602:13626:packet5,13626,packet5,veh874,veh882,1602,True,False,1606,4,3,veh874->veh895->veh911->veh882
1602:13626:packet6,13626,packet6,veh874,veh882,1602,True,False,1606,4,3,veh874->veh895->veh911->veh882
1602:13626:packet7,13626,packet7,veh874,veh882,1602,True,False,1606,4,3,veh874->veh895->veh911->veh882
1605:13687:packet0,13687,packet0,veh841,veh863,1605,True,False,1606,1,6,veh841->veh815->veh760->veh862->veh860->veh786->veh863
1605:13687:packet1,13687,packet1,veh841,veh863,1605,True,False,1606,1,7,veh841->veh815->veh875->veh901->veh862->veh860->veh786->veh863
1605:13687:packet2,13687,packet2,veh841,veh863,1605,True,False,1606,1,8,veh841->veh815->veh760->veh820->veh823->veh862->veh860->veh786->veh863
1605:13687:packet3,13687,packet3,veh841,veh863,1605,True,False,1606,1,8,veh841->veh815->veh875->veh760->veh820->veh823->veh860->veh786->veh863
1605:13687:packet4,13687,packet4,veh841,veh863,1605,True,False,1606,1,8,veh841->veh815->veh772->veh820->veh901->veh862->veh860->veh786->veh863
1605:13687:packet6,13687,packet6,veh841,veh863,1605,True,False,1606,1,8,veh841->veh815->veh760->veh820->veh823->veh862->veh860->veh786->veh863
1606:13700:packet0,13700,packet0,veh899,veh825,1606,True,False,1606,0,4,veh899->veh889->veh736->veh909->veh825
1606:13700:packet1,13700,packet1,veh899,veh825,1606,True,False,1606,0,4,veh899->veh889->veh736->veh909->veh825
1606:13700:packet2,13700,packet2,veh899,veh825,1606,True,False,1606,0,4,veh899->veh889->veh736->veh909->veh825
1606:13700:packet3,13700,packet3,veh899,veh825,1606,True,False,1606,0,4,veh899->veh889->veh736->veh909->veh825
1606:13700:packet4,13700,packet4,veh899,veh825,1606,True,False,1606,0,4,veh899->veh889->veh736->veh909->veh825
1606:13709:packet0,13709,packet0,veh881,veh816,1606,True,False,1606,0,1,veh881->veh816
1606:13709:packet1,13709,packet1,veh881,veh816,1606,True,False,1606,0,1,veh881->veh816
1606:13709:packet2,13709,packet2,veh881,veh816,1606,True,False,1606,0,1,veh881->veh816
1606:13712:packet0,13712,packet0,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh797->veh842
1606:13712:packet1,13712,packet1,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh831->veh842
1606:13712:packet2,13712,packet2,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh797->veh842
1606:13712:packet3,13712,packet3,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh831->veh842
1606:13712:packet4,13712,packet4,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh797->veh842
1606:13712:packet5,13712,packet5,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh797->veh842
1606:13712:packet6,13712,packet6,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh831->veh842
1606:13712:packet7,13712,packet7,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh797->veh842
1606:13712:packet8,13712,packet8,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh797->veh842
1606:13712:packet9,13712,packet9,veh828,veh842,1606,True,False,1606,0,3,veh828->veh843->veh831->veh842
1606:13720:packet0,13720,packet0,veh842,veh836,1606,True,False,1606,0,5,veh842->veh797->veh831->veh894->veh828->veh836
1606:13720:packet1,13720,packet1,veh842,veh836,1606,True,False,1606,0,5,veh842->veh797->veh831->veh894->veh843->veh836
1606:13720:packet2,13720,packet2,veh842,veh836,1606,True,False,1606,0,5,veh842->veh797->veh831->veh894->veh828->veh836
1606:13720:packet3,13720,packet3,veh842,veh836,1606,True,False,1606,0,5,veh842->veh797->veh831->veh894->veh843->veh836
1606:13720:packet4,13720,packet4,veh842,veh836,1606,True,False,1606,0,5,veh842->veh797->veh831->veh894->veh828->veh836
1606:13720:packet5,13720,packet5,veh842,veh836,1606,True,False,1606,0,5,veh842->veh797->veh831->veh894->veh843->veh836
1606:13720:packet6,13720,packet6,veh842,veh836,1606,True,False,1606,0,5,veh842->veh797->veh831->veh894->veh828->veh836
1606:13720:packet7,13720,packet7,veh842,veh836,1606,True,False,1606,0,4,veh842->veh797->veh831->veh843->veh836
1606:13720:packet8,13720,packet8,veh842,veh836,1606,True,False,1606,0,5,veh842->veh797->veh831->veh894->veh828->veh836
1606:13724:packet0,13724,packet0,veh858,veh844,1606,True,False,1606,0,1,veh858->veh844
1606:13724:packet1,13724,packet1,veh858,veh844,1606,True,False,1606,0,1,veh858->veh844
1606:13724:packet2,13724,packet2,veh858,veh844,1606,True,False,1606,0,1,veh858->veh844
1606:13724:packet3,13724,packet3,veh858,veh844,1606,True,False,1606,0,1,veh858->veh844
1606:13724:packet4,13724,packet4,veh858,veh844,1606,True,False,1606,0,1,veh858->veh844
1606:13724:packet5,13724,packet5,veh858,veh844,1606,True,False,1606,0,1,veh858->veh844
1600:13570:packet0,13570,packet0,veh905,veh815,1600,True,False,1607,7,3,veh905->veh834->veh816->veh815
1600:13570:packet1,13570,packet1,veh905,veh815,1600,True,False,1607,7,3,veh905->veh834->veh854->veh815
1600:13570:packet2,13570,packet2,veh905,veh815,1600,True,False,1607,7,3,veh905->veh834->veh816->veh815
1600:13570:packet3,13570,packet3,veh905,veh815,1600,True,False,1607,7,3,veh905->veh834->veh854->veh815
1600:13570:packet4,13570,packet4,veh905,veh815,1600,True,False,1607,7,3,veh905->veh834->veh816->veh815
1600:13570:packet5,13570,packet5,veh905,veh815,1600,True,False,1607,7,3,veh905->veh834->veh854->veh815
1600:13570:packet6,13570,packet6,veh905,veh815,1600,True,False,1607,7,3,veh905->veh834->veh816->veh815
1600:13570:packet7,13570,packet7,veh905,veh815,1600,True,False,1607,7,3,veh905->veh834->veh854->veh815
1601:13617:packet0,13617,packet0,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh816->veh869
1601:13617:packet1,13617,packet1,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh816->veh869
1601:13617:packet2,13617,packet2,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh854->veh869
1601:13617:packet3,13617,packet3,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh816->veh869
1601:13617:packet4,13617,packet4,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh854->veh869
1601:13617:packet5,13617,packet5,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh816->veh869
1601:13617:packet6,13617,packet6,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh854->veh869
1601:13617:packet7,13617,packet7,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh816->veh869
1601:13617:packet8,13617,packet8,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh816->veh869
1601:13617:packet9,13617,packet9,veh905,veh869,1601,True,False,1607,6,3,veh905->veh834->veh854->veh869
1604:13670:packet0,13670,packet0,veh880,veh870,1604,True,False,1607,3,4,veh880->veh905->veh834->veh816->veh870
1604:13670:packet1,13670,packet1,veh880,veh870,1604,True,False,1607,3,4,veh880->veh905->veh834->veh816->veh870
1604:13670:packet2,13670,packet2,veh880,veh870,1604,True,False,1607,3,4,veh880->veh905->veh834->veh816->veh870
1604:13670:packet3,13670,packet3,veh880,veh870,1604,True,False,1607,3,4,veh880->veh905->veh834->veh816->veh870
1604:13670:packet4,13670,packet4,veh880,veh870,1604,True,False,1607,3,4,veh880->veh905->veh834->veh816->veh870
1602:13625:packet0,13625,packet0,veh905,veh823,1602,True,False,1608,6,9,veh905->veh834->veh816->veh854->veh794->veh870->veh841->veh815->veh772->veh823
1602:13625:packet1,13625,packet1,veh905,veh823,1602,True,False,1608,6,8,veh905->veh834->veh816->veh854->veh794->veh841->veh815->veh772->veh823
1602:13625:packet2,13625,packet2,veh905,veh823,1602,True,False,1608,6,7,veh905->veh834->veh816->veh854->veh794->veh815->veh772->veh823
1602:13625:packet3,13625,packet3,veh905,veh823,1602,True,False,1608,6,9,veh905->veh834->veh816->veh854->veh794->veh870->veh841->veh815->veh772->veh823
1602:13625:packet4,13625,packet4,veh905,veh823,1602,True,False,1608,6,8,veh905->veh834->veh816->veh854->veh794->veh841->veh815->veh772->veh823
1604:13666:packet0,13666,packet0,veh905,veh823,1604,True,False,1608,4,7,veh905->veh834->veh816->veh854->veh794->veh815->veh772->veh823
1604:13666:packet1,13666,packet1,veh905,veh823,1604,True,False,1608,4,9,veh905->veh834->veh816->veh854->veh794->veh870->veh841->veh815->veh772->veh823
1604:13666:packet2,13666,packet2,veh905,veh823,1604,True,False,1608,4,9,veh905->veh834->veh816->veh854->veh794->veh841->veh815->veh881->veh772->veh823
1604:13666:packet3,13666,packet3,veh905,veh823,1604,True,False,1608,4,8,veh905->veh834->veh816->veh854->veh794->veh815->veh881->veh772->veh823
1604:13666:packet4,13666,packet4,veh905,veh823,1604,True,False,1608,4,10,veh905->veh834->veh816->veh854->veh794->veh870->veh841->veh815->veh881->veh772->veh823
1604:13666:packet5,13666,packet5,veh905,veh823,1604,True,False,1608,4,9,veh905->veh834->veh816->veh854->veh794->veh841->veh815->veh881->veh772->veh823
1605:13697:packet0,13697,packet0,veh887,veh884,1605,True,False,1608,3,4,veh887->veh842->veh835->veh852->veh884
1605:13697:packet1,13697,packet1,veh887,veh884,1605,True,False,1608,3,4,veh887->veh842->veh835->veh852->veh884
1605:13697:packet2,13697,packet2,veh887,veh884,1605,True,False,1608,3,4,veh887->veh842->veh835->veh852->veh884
1608:13745:packet0,13745,packet0,veh882,veh736,1608,True,False,1608,0,4,veh882->veh874->veh878->veh889->veh736
1608:13745:packet1,13745,packet1,veh882,veh736,1608,True,False,1608,0,4,veh882->veh874->veh878->veh889->veh736
1608:13745:packet2,13745,packet2,veh882,veh736,1608,True,False,1608,0,4,veh882->veh874->veh878->veh889->veh736
1608:13745:packet3,13745,packet3,veh882,veh736,1608,True,False,1608,0,4,veh882->veh874->veh878->veh889->veh736
1608:13746:packet0,13746,packet0,veh890,veh834,1608,True,False,1608,0,4,veh890->veh870->veh794->veh854->veh834
1608:13746:packet1,13746,packet1,veh890,veh834,1608,True,False,1608,0,5,veh890->veh841->veh870->veh794->veh854->veh834
1608:13746:packet2,13746,packet2,veh890,veh834,1608,True,False,1608,0,5,veh890->veh841->veh870->veh794->veh854->veh834
1608:13746:packet3,13746,packet3,veh890,veh834,1608,True,False,1608,0,5,veh890->veh841->veh870->veh794->veh854->veh834
1608:13746:packet4,13746,packet4,veh890,veh834,1608,True,False,1608,0,5,veh890->veh841->veh870->veh794->veh854->veh834
1608:13756:packet0,13756,packet0,veh899,veh736,1608,True,False,1608,0,2,veh899->veh889->veh736
1608:13756:packet1,13756,packet1,veh899,veh736,1608,True,False,1608,0,2,veh899->veh889->veh736
1608:13756:packet2,13756,packet2,veh899,veh736,1608,True,False,1608,0,2,veh899->veh889->veh736
1608:13756:packet3,13756,packet3,veh899,veh736,1608,True,False,1608,0,2,veh899->veh889->veh736
1608:13756:packet4,13756,packet4,veh899,veh736,1608,True,False,1608,0,2,veh899->veh889->veh736
1608:13756:packet5,13756,packet5,veh899,veh736,1608,True,False,1608,0,2,veh899->veh889->veh736
1608:13756:packet6,13756,packet6,veh899,veh736,1608,True,False,1608,0,2,veh899->veh889->veh736
1608:13756:packet7,13756,packet7,veh899,veh736,1608,True,False,1608,0,2,veh899->veh889->veh736
1608:13758:packet0,13758,packet0,veh854,veh815,1608,True,False,1608,0,1,veh854->veh815
1608:13758:packet1,13758,packet1,veh854,veh815,1608,True,False,1608,0,1,veh854->veh815
1608:13758:packet2,13758,packet2,veh854,veh815,1608,True,False,1608,0,1,veh854->veh815
1608:13758:packet3,13758,packet3,veh854,veh815,1608,True,False,1608,0,1,veh854->veh815
1608:13758:packet4,13758,packet4,veh854,veh815,1608,True,False,1608,0,1,veh854->veh815
1608:13758:packet5,13758,packet5,veh854,veh815,1608,True,False,1608,0,1,veh854->veh815
1608:13758:packet6,13758,packet6,veh854,veh815,1608,True,False,1608,0,1,veh854->veh815
1608:13758:packet7,13758,packet7,veh854,veh815,1608,True,False,1608,0,1,veh854->veh815
1608:13758:packet8,13758,packet8,veh854,veh815,1608,True,False,1608,0,1,veh854->veh815
1600:13575:packet0,13575,packet0,veh806,veh821,1600,True,False,1609,9,10,veh806->veh832->veh884->veh852->veh835->veh842->veh797->veh831->veh828->veh861->veh821
1600:13575:packet1,13575,packet1,veh806,veh821,1600,True,False,1609,9,11,veh806->veh832->veh884->veh852->veh835->veh842->veh797->veh831->veh843->veh828->veh861->veh821
1600:13575:packet2,13575,packet2,veh806,veh821,1600,True,False,1609,9,11,veh806->veh832->veh884->veh852->veh835->veh842->veh797->veh831->veh843->veh828->veh861->veh821
1600:13575:packet3,13575,packet3,veh806,veh821,1600,True,False,1609,9,11,veh806->veh832->veh884->veh852->veh835->veh842->veh797->veh831->veh843->veh828->veh844->veh821
1600:13575:packet4,13575,packet4,veh806,veh821,1600,True,False,1609,9,11,veh806->veh832->veh884->veh852->veh835->veh842->veh797->veh831->veh843->veh828->veh861->veh821
1600:13575:packet5,13575,packet5,veh806,veh821,1600,True,False,1609,9,11,veh806->veh832->veh884->veh852->veh835->veh842->veh797->veh831->veh843->veh828->veh844->veh821
1605:13684:packet0,13684,packet0,veh884,veh858,1605,True,False,1609,4,7,veh884->veh852->veh797->veh831->veh828->veh844->veh855->veh858
1605:13684:packet1,13684,packet1,veh884,veh858,1605,True,False,1609,4,7,veh884->veh852->veh797->veh831->veh828->veh844->veh855->veh858
1605:13684:packet2,13684,packet2,veh884,veh858,1605,True,False,1609,4,7,veh884->veh852->veh797->veh831->veh828->veh844->veh855->veh858
1608:13767:packet0,13767,packet0,veh846,veh879,1608,True,False,1609,1,6,veh846->veh817->veh842->veh797->veh831->veh828->veh879
1608:13767:packet1,13767,packet1,veh846,veh879,1608,True,False,1609,1,6,veh846->veh817->veh842->veh797->veh831->veh828->veh879
1608:13767:packet2,13767,packet2,veh846,veh879,1608,True,False,1609,1,6,veh846->veh817->veh842->veh797->veh831->veh828->veh879
1608:13767:packet3,13767,packet3,veh846,veh879,1608,True,False,1609,1,6,veh846->veh817->veh842->veh797->veh831->veh828->veh879
1608:13767:packet4,13767,packet4,veh846,veh879,1608,True,False,1609,1,6,veh846->veh817->veh842->veh797->veh831->veh828->veh879
1608:13767:packet5,13767,packet5,veh846,veh879,1608,True,False,1609,1,6,veh846->veh817->veh842->veh797->veh831->veh828->veh879
1608:13767:packet6,13767,packet6,veh846,veh879,1608,True,False,1609,1,6,veh846->veh817->veh842->veh797->veh831->veh843->veh879
1608:13769:packet0,13769,packet0,veh842,veh877,1608,True,False,1609,1,7,veh842->veh846->veh817->veh797->veh831->veh828->veh845->veh877
1608:13769:packet1,13769,packet1,veh842,veh877,1608,True,False,1609,1,7,veh842->veh846->veh817->veh797->veh831->veh828->veh845->veh877
1608:13769:packet2,13769,packet2,veh842,veh877,1608,True,False,1609,1,7,veh842->veh846->veh817->veh797->veh831->veh828->veh849->veh877
1608:13769:packet3,13769,packet3,veh842,veh877,1608,True,False,1609,1,7,veh842->veh846->veh817->veh797->veh831->veh828->veh845->veh877
1608:13769:packet4,13769,packet4,veh842,veh877,1608,True,False,1609,1,7,veh842->veh846->veh817->veh797->veh831->veh828->veh849->veh877
1608:13769:packet5,13769,packet5,veh842,veh877,1608,True,False,1609,1,7,veh842->veh846->veh817->veh797->veh831->veh828->veh845->veh877
1608:13769:packet6,13769,packet6,veh842,veh877,1608,True,False,1609,1,7,veh842->veh846->veh817->veh797->veh831->veh828->veh849->veh877
