time,packet_uid,from_holder,to_holder,selected_edge,cum_hops
1600,1600:13565:packet0,veh874,veh895,-26237662#0,1
1600,1600:13565:packet1,veh874,veh895,-26237662#0,1
1600,1600:13565:packet2,veh874,veh895,-26237662#0,1
1600,1600:13565:packet3,veh874,veh895,-26237662#0,1
1600,1600:13565:packet4,veh874,veh895,-26237662#0,1
1600,1600:13565:packet5,veh874,veh895,-26237662#0,1
1600,1600:13566:packet0,veh811,veh904,-157801834#2,1
1600,1600:13566:packet1,veh811,veh904,-157801834#2,1
1600,1600:13566:packet2,veh811,veh904,-157801834#2,1
1600,1600:13566:packet3,veh811,veh904,-157801834#2,1
1600,1600:13566:packet4,veh811,veh904,-157801834#2,1
1600,1600:13566:packet5,veh811,veh904,-157801834#2,1
1600,1600:13567:packet0,veh887,veh852,157801814#1,1
1600,1600:13567:packet0,veh852,veh842,-157801814#1,2
1600,1600:13567:packet0,veh842,veh831,157801814#1,3
1600,1600:13567:packet0,veh831,veh894,-231406564#0,4
1600,1600:13567:packet0,veh894,veh828,:cluster_6621539965_6621539966_1,5
1600,1600:13567:packet1,veh887,veh835,157801814#1,1
1600,1600:13567:packet1,veh835,veh831,-157801814#1,2
1600,1600:13567:packet1,veh831,veh843,-231406564#0,3
1600,1600:13567:packet1,veh843,veh797,-787217955#0,4
1600,1600:13567:packet2,veh887,veh852,157801814#1,1
1600,1600:13567:packet2,veh852,veh842,-157801814#1,2
1600,1600:13567:packet2,veh842,veh831,157801814#1,3
1600,1600:13567:packet2,veh831,veh894,-231406564#0,4
1600,1600:13567:packet2,veh894,veh828,:cluster_6621539965_6621539966_1,5
1600,1600:13567:packet3,veh887,veh835,157801814#1,1
1600,1600:13567:packet3,veh835,veh842,-157801814#1,2
1600,1600:13567:packet3,veh842,veh831,157801814#1,3
1600,1600:13567:packet3,veh831,veh843,-231406564#0,4
1600,1600:13567:packet3,veh843,veh797,-787217955#0,5
1600,1600:13567:packet4,veh887,veh852,157801814#1,1
1600,1600:13567:packet4,veh852,veh842,-157801814#1,2
1600,1600:13567:packet4,veh842,veh831,157801814#1,3
1600,1600:13567:packet4,veh831,veh894,-231406564#0,4
1600,1600:13567:packet4,veh894,veh828,:cluster_6621539965_6621539966_1,5
1600,1600:13567:packet5,veh887,veh835,157801814#1,1
1600,1600:13567:packet5,veh835,veh842,-157801814#1,2
1600,1600:13567:packet5,veh842,veh831,157801814#1,3
1600,1600:13567:packet5,veh831,veh843,-231406564#0,4
1600,1600:13567:packet5,veh843,veh797,-787217955#0,5
1600,1600:13567:packet6,veh887,veh852,157801814#1,1
1600,1600:13567:packet6,veh852,veh842,-157801814#1,2
1600,1600:13567:packet6,veh842,veh831,157801814#1,3
1600,1600:13567:packet6,veh831,veh894,-231406564#0,4
1600,1600:13567:packet6,veh894,veh828,:cluster_6621539965_6621539966_1,5
1600,1600:13567:packet7,veh887,veh835,157801814#1,1
1600,1600:13567:packet7,veh835,veh842,-157801814#1,2
1600,1600:13567:packet7,veh842,veh831,157801814#1,3
1600,1600:13567:packet7,veh831,veh843,-231406564#0,4
1600,1600:13567:packet7,veh843,veh797,-787217955#0,5
1600,1600:13568:packet0,veh820,veh860,1030469072#1,1
1600,1600:13568:packet0,veh860,veh786,56699014#0,2
1600,1600:13568:packet1,veh820,veh862,1030469072#1,1
1600,1600:13568:packet1,veh862,veh860,56699014#0,2
1600,1600:13568:packet1,veh860,veh786,56699014#0,3
1600,1600:13568:packet2,veh820,veh860,1030469072#1,1
1600,1600:13568:packet2,veh860,veh786,56699014#0,2
1600,1600:13568:packet3,veh820,veh862,1030469072#1,1
1600,1600:13568:packet3,veh862,veh860,56699014#0,2
1600,1600:13568:packet3,veh860,veh786,56699014#0,3
1600,1600:13568:packet4,veh820,veh860,1030469072#1,1
1600,1600:13568:packet4,veh860,veh786,56699014#0,2
1600,1600:13568:packet5,veh820,veh862,1030469072#1,1
1600,1600:13568:packet5,veh862,veh860,56699014#0,2
1600,1600:13568:packet5,veh860,veh786,56699014#0,3
1600,1600:13568:packet6,veh820,veh860,1030469072#1,1
1600,1600:13568:packet6,veh860,veh786,56699014#0,2
1600,1600:13568:packet7,veh820,veh862,1030469072#1,1
1600,1600:13568:packet7,veh862,veh860,56699014#0,2
1600,1600:13568:packet7,veh860,veh786,56699014#0,3
1600,1600:13568:packet8,veh820,veh860,1030469072#1,1
1600,1600:13568:packet8,veh860,veh786,56699014#0,2
1600,1600:13569:packet0,veh752,veh868,-48757108#2,1
1600,1600:13569:packet1,veh752,veh868,-48757108#2,1
1600,1600:13569:packet2,veh752,veh868,-48757108#2,1
1600,1600:13569:packet3,veh752,veh868,-48757108#2,1
1600,1600:13569:packet4,veh752,veh868,-48757108#2,1
1600,1600:13569:packet5,veh752,veh868,-48757108#2,1
1600,1600:13569:packet6,veh752,veh868,-48757108#2,1
1600,1600:13571:packet0,veh858,veh844,148800539#0,1
1600,1600:13571:packet1,veh858,veh844,148800539#0,1
1600,1600:13571:packet2,veh858,veh844,148800539#0,1
1600,1600:13571:packet3,veh858,veh844,148800539#0,1
1600,1600:13572:packet0,veh796,veh809,-121759233,1
1600,1600:13572:packet1,veh796,veh809,-121759233,1
1600,1600:13572:packet2,veh796,veh809,-121759233,1
1600,1600:13572:packet3,veh796,veh809,-121759233,1
1600,1600:13575:packet0,veh806,veh832,-157801814#2,1
1600,1600:13575:packet1,veh806,veh832,-157801814#2,1
1600,1600:13575:packet2,veh806,veh832,-157801814#2,1
1600,1600:13575:packet3,veh806,veh832,-157801814#2,1
1600,1600:13575:packet4,veh806,veh832,-157801814#2,1
1600,1600:13575:packet5,veh806,veh832,-157801814#2,1
1600,1600:13576:packet0,veh869,veh870,858716455#1,1
1600,1600:13576:packet0,veh870,veh893,858716455#1,2
1600,1600:13576:packet1,veh869,veh816,858716455#1,1
1600,1600:13576:packet1,veh816,veh841,56698991#0,2
1600,1600:13576:packet1,veh841,veh893,858716455#1,3
1600,1600:13576:packet2,veh869,veh870,858716455#1,1
1600,1600:13576:packet2,veh870,veh893,858716455#1,2
1600,1600:13576:packet3,veh869,veh816,858716455#1,1
1600,1600:13576:packet3,veh816,veh841,56698991#0,2
1600,1600:13576:packet3,veh841,veh870,858716455#1,3
1600,1600:13576:packet3,veh870,veh893,858716455#1,4
1600,1600:13576:packet4,veh869,veh816,858716455#1,1
1600,1600:13576:packet4,veh816,veh847,56698991#0,2
1600,1600:13576:packet4,veh847,veh841,858716455#1,3
1600,1600:13576:packet4,veh841,veh870,858716455#1,4
1600,1600:13576:packet4,veh870,veh893,858716455#1,5
1600,1600:13576:packet5,veh869,veh816,858716455#1,1
1600,1600:13576:packet5,veh816,veh847,56698991#0,2
1600,1600:13576:packet5,veh847,veh841,858716455#1,3
1600,1600:13576:packet5,veh841,veh870,858716455#1,4
1600,1600:13576:packet5,veh870,veh893,858716455#1,5
1600,1600:13576:packet6,veh869,veh816,858716455#1,1
1600,1600:13576:packet6,veh816,veh847,56698991#0,2
1600,1600:13576:packet6,veh847,veh841,858716455#1,3
1600,1600:13576:packet6,veh841,veh870,858716455#1,4
1600,1600:13576:packet6,veh870,veh893,858716455#1,5
1600,1600:13576:packet7,veh869,veh816,858716455#1,1
1600,1600:13576:packet7,veh816,veh847,56698991#0,2
1600,1600:13576:packet7,veh847,veh841,858716455#1,3
1600,1600:13576:packet7,veh841,veh870,858716455#1,4
1600,1600:13576:packet7,veh870,veh893,858716455#1,5
1600,1600:13576:packet8,veh869,veh816,858716455#1,1
1600,1600:13576:packet8,veh816,veh847,56698991#0,2
1600,1600:13576:packet8,veh847,veh841,858716455#1,3
1600,1600:13576:packet8,veh841,veh870,858716455#1,4
1600,1600:13576:packet8,veh870,veh893,858716455#1,5
1600,1600:13576:packet9,veh869,veh816,858716455#1,1
1600,1600:13576:packet9,veh816,veh847,56698991#0,2
1600,1600:13576:packet9,veh847,veh841,858716455#1,3
1600,1600:13576:packet9,veh841,veh870,858716455#1,4
1600,1600:13576:packet9,veh870,veh893,858716455#1,5
1600,1600:13577:packet0,veh882,veh789,-26237441#1,1
1600,1600:13577:packet0,veh789,veh826,-856561983#1,2
1600,1600:13577:packet0,veh826,veh805,-856561983#1,3
1600,1600:13577:packet1,veh882,veh789,-26237441#1,1
1600,1600:13577:packet1,veh789,veh826,-856561983#1,2
1600,1600:13577:packet1,veh826,veh805,-856561983#1,3
1600,1600:13577:packet2,veh882,veh789,-26237441#1,1
1600,1600:13577:packet2,veh789,veh826,-856561983#1,2
1600,1600:13577:packet2,veh826,veh805,-856561983#1,3
1600,1600:13577:packet3,veh882,veh789,-26237441#1,1
1600,1600:13577:packet3,veh789,veh826,-856561983#1,2
1600,1600:13577:packet3,veh826,veh805,-856561983#1,3
1600,1600:13577:packet4,veh882,veh789,-26237441#1,1
1600,1600:13577:packet4,veh789,veh826,-856561983#1,2
1600,1600:13577:packet4,veh826,veh805,-856561983#1,3
1600,1600:13578:packet0,veh842,veh846,56699063#1,1
1600,1600:13578:packet0,veh846,veh817,56699063#1,2
1600,1600:13578:packet0,veh817,veh831,56699063#1,3
1600,1600:13578:packet0,veh831,veh894,-231406564#0,4
1600,1600:13578:packet0,veh894,veh828,:cluster_6621539965_6621539966_1,5
1600,1600:13578:packet1,veh842,veh846,56699063#1,1
1600,1600:13578:packet1,veh846,veh817,56699063#1,2
1600,1600:13578:packet1,veh817,veh831,56699063#1,3
1600,1600:13578:packet1,veh831,veh843,-231406564#0,4
1600,1600:13578:packet1,veh843,veh797,-787217955#0,5
1600,1600:13578:packet2,veh842,veh846,56699063#1,1
1600,1600:13578:packet2,veh846,veh817,56699063#1,2
1600,1600:13578:packet2,veh817,veh831,56699063#1,3
1600,1600:13578:packet2,veh831,veh894,-231406564#0,4
1600,1600:13578:packet2,veh894,veh828,:cluster_6621539965_6621539966_1,5
1600,1600:13578:packet3,veh842,veh846,56699063#1,1
1600,1600:13578:packet3,veh846,veh817,56699063#1,2
1600,1600:13578:packet3,veh817,veh831,56699063#1,3
1600,1600:13578:packet3,veh831,veh843,-231406564#0,4
1600,1600:13578:packet3,veh843,veh797,-787217955#0,5
1600,1600:13578:packet4,veh842,veh846,56699063#1,1
1600,1600:13578:packet4,veh846,veh817,56699063#1,2
1600,1600:13578:packet4,veh817,veh831,56699063#1,3
1600,1600:13578:packet4,veh831,veh894,-231406564#0,4
1600,1600:13578:packet4,veh894,veh828,:cluster_6621539965_6621539966_1,5
1600,1600:13578:packet5,veh842,veh846,56699063#1,1
1600,1600:13578:packet5,veh846,veh817,56699063#1,2
1600,1600:13578:packet5,veh817,veh831,56699063#1,3
1600,1600:13578:packet5,veh831,veh843,-231406564#0,4
1600,1600:13578:packet5,veh843,veh797,-787217955#0,5
1600,1600:13578:packet6,veh842,veh846,56699063#1,1
1600,1600:13578:packet6,veh846,veh817,56699063#1,2
1600,1600:13578:packet6,veh817,veh831,56699063#1,3
1600,1600:13578:packet6,veh831,veh894,-231406564#0,4
1600,1600:13578:packet6,veh894,veh828,:cluster_6621539965_6621539966_1,5
1600,1600:13579:packet0,veh805,veh789,-856561983#1,1
1600,1600:13579:packet0,veh789,veh882,-856561983#1,2
1600,1600:13579:packet1,veh805,veh789,-856561983#1,1
1600,1600:13579:packet1,veh789,veh882,-856561983#1,2
1600,1600:13579:packet2,veh805,veh789,-856561983#1,1
1600,1600:13579:packet2,veh789,veh882,-856561983#1,2
1600,1600:13579:packet3,veh805,veh789,-856561983#1,1
1600,1600:13579:packet3,veh789,veh882,-856561983#1,2
1600,1600:13579:packet4,veh805,veh789,-856561983#1,1
1600,1600:13579:packet4,veh789,veh882,-856561983#1,2
1600,1600:13579:packet5,veh805,veh826,-856561983#1,1
1600,1600:13579:packet5,veh826,veh789,-856561983#1,2
1600,1600:13579:packet5,veh789,veh882,-856561983#1,3
1600,1600:13579:packet6,veh805,veh826,-856561983#1,1
1600,1600:13579:packet6,veh826,veh789,-856561983#1,2
1600,1600:13579:packet6,veh789,veh882,-856561983#1,3
1600,1600:13581:packet0,veh758,veh811,157801834#2,1
1600,1600:13581:packet0,veh811,veh904,157801834#3,2
1600,1600:13581:packet1,veh758,veh811,157801834#2,1
1600,1600:13581:packet1,veh811,veh904,157801834#3,2
1600,1600:13581:packet2,veh758,veh811,157801834#2,1
1600,1600:13581:packet2,veh811,veh904,157801834#3,2
1600,1600:13581:packet3,veh758,veh811,157801834#2,1
1600,1600:13581:packet3,veh811,veh904,157801834#3,2
1600,1600:13581:packet4,veh758,veh811,157801834#2,1
1600,1600:13581:packet4,veh811,veh904,157801834#3,2
1600,1600:13581:packet5,veh758,veh811,157801834#2,1
1600,1600:13581:packet5,veh811,veh904,157801834#3,2
1600,1600:13581:packet6,veh758,veh811,157801834#2,1
1600,1600:13581:packet6,veh811,veh904,157801834#3,2
1600,1600:13584:packet0,veh877,veh849,-856561977#0,1
1600,1600:13584:packet0,veh849,veh902,26346182#1,2
1600,1600:13584:packet0,veh902,veh879,-48757109,3
1600,1600:13584:packet0,veh879,veh855,26346182#1,4
1600,1600:13584:packet1,veh877,veh849,-856561977#0,1
1600,1600:13584:packet1,veh849,veh902,26346182#1,2
1600,1600:13584:packet1,veh902,veh879,-48757109,3
1600,1600:13584:packet1,veh879,veh855,26346182#1,4
1600,1600:13584:packet2,veh877,veh849,-856561977#0,1
1600,1600:13584:packet2,veh849,veh902,26346182#1,2
1600,1600:13584:packet2,veh902,veh879,-48757109,3
1600,1600:13584:packet2,veh879,veh855,26346182#1,4
1600,1600:13586:packet0,veh847,veh854,858716455#1,1
1600,1600:13586:packet1,veh847,veh854,858716455#1,1
1600,1600:13586:packet2,veh847,veh854,858716455#1,1
1600,1600:13586:packet3,veh847,veh854,858716455#1,1
1600,1600:13586:packet4,veh847,veh854,858716455#1,1
1600,1600:13586:packet5,veh847,veh794,858716455#1,1
1600,1600:13586:packet5,veh794,veh854,56698991#0,2
1600,1600:13586:packet6,veh847,veh816,858716455#1,1
1600,1600:13586:packet6,veh816,veh794,56698991#0,2
1600,1600:13586:packet6,veh794,veh854,56698991#0,3
1600,1600:13586:packet7,veh847,veh816,858716455#1,1
1600,1600:13586:packet7,veh816,veh794,56698991#0,2
1600,1600:13586:packet7,veh794,veh854,56698991#0,3
1600,1600:13587:packet0,veh871,veh850,717324429#1,1
1600,1600:13587:packet0,veh850,veh784,717324429#1,2
1600,1600:13587:packet0,veh784,veh792,717324429#1,3
1600,1600:13587:packet0,veh792,veh795,717324429#1,4
1600,1600:13587:packet1,veh871,veh850,717324429#1,1
1600,1600:13587:packet1,veh850,veh784,717324429#1,2
1600,1600:13587:packet1,veh784,veh792,717324429#1,3
1600,1600:13587:packet1,veh792,veh795,717324429#1,4
1600,1600:13587:packet2,veh871,veh850,717324429#1,1
1600,1600:13587:packet2,veh850,veh784,717324429#1,2
1600,1600:13587:packet2,veh784,veh792,717324429#1,3
1600,1600:13587:packet2,veh792,veh795,717324429#1,4
1600,1600:13587:packet3,veh871,veh850,717324429#1,1
1600,1600:13587:packet3,veh850,veh784,717324429#1,2
1600,1600:13587:packet3,veh784,veh792,717324429#1,3
1600,1600:13587:packet3,veh792,veh795,717324429#1,4
1600,1600:13587:packet4,veh871,veh850,717324429#1,1
1600,1600:13587:packet4,veh850,veh784,717324429#1,2
1600,1600:13587:packet4,veh784,veh792,717324429#1,3
1600,1600:13587:packet4,veh792,veh795,717324429#1,4
1600,1600:13587:packet5,veh871,veh850,717324429#1,1
1600,1600:13587:packet5,veh850,veh784,717324429#1,2
1600,1600:13587:packet5,veh784,veh792,717324429#1,3
1600,1600:13587:packet5,veh792,veh795,717324429#1,4
1600,1600:13587:packet6,veh871,veh850,717324429#1,1
1600,1600:13587:packet6,veh850,veh784,717324429#1,2
1600,1600:13587:packet6,veh784,veh792,717324429#1,3
1600,1600:13587:packet6,veh792,veh795,717324429#1,4
1600,1600:13587:packet7,veh871,veh850,717324429#1,1
1600,1600:13587:packet7,veh850,veh784,717324429#1,2
1600,1600:13587:packet7,veh784,veh792,717324429#1,3
1600,1600:13587:packet7,veh792,veh795,717324429#1,4
1600,1600:13587:packet8,veh871,veh850,717324429#1,1
1600,1600:13587:packet8,veh850,veh798,717324429#1,2
1600,1600:13587:packet8,veh798,veh784,717324429#1,3
1600,1600:13587:packet8,veh784,veh792,717324429#1,4
1600,1600:13587:packet8,veh792,veh795,717324429#1,5
1600,1600:13587:packet9,veh871,veh850,717324429#1,1
1600,1600:13587:packet9,veh850,veh798,717324429#1,2
1600,1600:13587:packet9,veh798,veh784,717324429#1,3
1600,1600:13587:packet9,veh784,veh792,717324429#1,4
1600,1600:13587:packet9,veh792,veh795,717324429#1,5
1600,1600:13588:packet0,veh866,veh825,-160542745#2,1
1600,1600:13588:packet1,veh866,veh825,-160542745#2,1
1600,1600:13588:packet2,veh866,veh825,-160542745#2,1
1600,1600:13589:packet0,veh826,veh805,-856561983#1,1
1600,1600:13589:packet1,veh826,veh805,-856561983#1,1
1600,1600:13589:packet2,veh826,veh805,-856561983#1,1
1600,1600:13589:packet3,veh826,veh805,-856561983#1,1
1600,1600:13589:packet4,veh826,veh805,-856561983#1,1
1600,1600:13590:packet0,veh798,veh850,717324429#1,1
1600,1600:13590:packet0,veh850,veh784,717324429#1,2
1600,1600:13590:packet0,veh784,veh792,717324429#1,3
1600,1600:13590:packet0,veh792,veh795,717324429#1,4
1600,1600:13590:packet1,veh798,veh850,717324429#1,1
1600,1600:13590:packet1,veh850,veh784,717324429#1,2
1600,1600:13590:packet1,veh784,veh792,717324429#1,3
1600,1600:13590:packet1,veh792,veh795,717324429#1,4
1600,1600:13590:packet2,veh798,veh850,717324429#1,1
1600,1600:13590:packet2,veh850,veh784,717324429#1,2
1600,1600:13590:packet2,veh784,veh792,717324429#1,3
1600,1600:13590:packet2,veh792,veh795,717324429#1,4
1600,1600:13590:packet3,veh798,veh850,717324429#1,1
1600,1600:13590:packet3,veh850,veh784,717324429#1,2
1600,1600:13590:packet3,veh784,veh792,717324429#1,3
1600,1600:13590:packet3,veh792,veh795,717324429#1,4
1600,1600:13590:packet4,veh798,veh850,717324429#1,1
1600,1600:13590:packet4,veh850,veh784,717324429#1,2
1600,1600:13590:packet4,veh784,veh792,717324429#1,3
1600,1600:13590:packet4,veh792,veh795,717324429#1,4
1600,1600:13590:packet5,veh798,veh850,717324429#1,1
1600,1600:13590:packet5,veh850,veh784,717324429#1,2
1600,1600:13590:packet5,veh784,veh792,717324429#1,3
1600,1600:13590:packet5,veh792,veh795,717324429#1,4
1600,1600:13590:packet6,veh798,veh850,717324429#1,1
1600,1600:13590:packet6,veh850,veh784,717324429#1,2
1600,1600:13590:packet6,veh784,veh792,717324429#1,3
1600,1600:13590:packet6,veh792,veh795,717324429#1,4
1600,1600:13590:packet7,veh798,veh850,717324429#1,1
1600,1600:13590:packet7,veh850,veh784,717324429#1,2
1600,1600:13590:packet7,veh784,veh792,717324429#1,3
1600,1600:13590:packet7,veh792,veh795,717324429#1,4
1600,1600:13591:packet0,veh897,veh883,26227116#1,1
1600,1600:13591:packet1,veh897,veh883,26227116#1,1
1600,1600:13591:packet2,veh897,veh883,26227116#1,1
1600,1600:13591:packet3,veh897,veh883,26227116#1,1
1600,1600:13591:packet4,veh897,veh883,26227116#1,1
1600,1600:13591:packet5,veh897,veh883,26227116#1,1
1600,1600:13591:packet6,veh897,veh883,26227116#1,1
1600,1600:13592:packet0,veh886,veh891,-288252177#1,1
1600,1600:13592:packet0,veh891,veh863,-33424271#5,2
1600,1600:13592:packet1,veh886,veh891,-288252177#1,1
1600,1600:13592:packet1,veh891,veh863,-33424271#5,2
1600,1600:13592:packet2,veh886,veh891,-288252177#1,1
1600,1600:13592:packet2,veh891,veh863,-33424271#5,2
1600,1600:13592:packet3,veh886,veh891,-288252177#1,1
1600,1600:13592:packet3,veh891,veh863,-33424271#5,2
1600,1600:13592:packet4,veh886,veh891,-288252177#1,1
1600,1600:13592:packet4,veh891,veh863,-33424271#5,2
1600,1600:13592:packet5,veh886,veh891,-288252177#1,1
1600,1600:13592:packet5,veh891,veh863,-33424271#5,2
1600,1600:13592:packet6,veh886,veh891,-288252177#1,1
1600,1600:13592:packet6,veh891,veh863,-33424271#5,2
1600,1600:13592:packet7,veh886,veh891,-288252177#1,1
1600,1600:13592:packet7,veh891,veh863,-33424271#5,2
1600,1600:13592:packet8,veh886,veh891,-288252177#1,1
1600,1600:13592:packet8,veh891,veh863,-33424271#5,2
1600,1600:13592:packet9,veh886,veh891,-288252177#1,1
1600,1600:13592:packet9,veh891,veh863,-33424271#5,2
1600,1600:13593:packet0,veh892,veh864,:287172925_4,1
1600,1600:13593:packet0,veh864,veh898,26226948#0,2
1600,1600:13593:packet1,veh892,veh864,:287172925_4,1
1600,1600:13593:packet1,veh864,veh898,26226948#0,2
1600,1600:13593:packet2,veh892,veh864,:287172925_4,1
1600,1600:13593:packet2,veh864,veh898,26226948#0,2
1600,1600:13593:packet3,veh892,veh864,:287172925_4,1
1600,1600:13593:packet3,veh864,veh898,26226948#0,2
1600,1600:13593:packet4,veh892,veh864,:287172925_4,1
1600,1600:13593:packet4,veh864,veh898,26226948#0,2
1600,1600:13593:packet5,veh892,veh864,:287172925_4,1
1600,1600:13593:packet5,veh864,veh898,26226948#0,2
1600,1600:13593:packet6,veh892,veh864,:287172925_4,1
1600,1600:13593:packet6,veh864,veh898,26226948#0,2
1600,1600:13594:packet0,veh902,veh879,-48757109,1
1600,1600:13594:packet0,veh879,veh821,26346182#1,2
1600,1600:13594:packet0,veh821,veh827,:cluster_139256466_6736794489_6736794490_6736794492_#8more_15,3
1600,1600:13594:packet1,veh902,veh879,-48757109,1
1600,1600:13594:packet1,veh879,veh821,26346182#1,2
1600,1600:13594:packet1,veh821,veh827,:cluster_139256466_6736794489_6736794490_6736794492_#8more_15,3
1600,1600:13594:packet2,veh902,veh879,-48757109,1
1600,1600:13594:packet2,veh879,veh821,26346182#1,2
1600,1600:13594:packet2,veh821,veh827,:cluster_139256466_6736794489_6736794490_6736794492_#8more_15,3
1600,1600:13594:packet3,veh902,veh879,-48757109,1
1600,1600:13594:packet3,veh879,veh855,26346182#1,2
1600,1600:13594:packet3,veh855,veh867,:cluster_1618711385_1700538227_4,3
1600,1600:13594:packet3,veh867,veh821,:cluster_139256466_6736794489_6736794490_6736794492_#8more_6,4
1600,1600:13594:packet3,veh821,veh827,:cluster_139256466_6736794489_6736794490_6736794492_#8more_15,5
1600,1600:13594:packet4,veh902,veh879,-48757109,1
1600,1600:13594:packet4,veh879,veh855,26346182#1,2
1600,1600:13594:packet4,veh855,veh867,:cluster_1618711385_1700538227_4,3
1600,1600:13594:packet4,veh867,veh821,:cluster_139256466_6736794489_6736794490_6736794492_#8more_6,4
1600,1600:13594:packet4,veh821,veh827,:cluster_139256466_6736794489_6736794490_6736794492_#8more_15,5
1600,1600:13596:packet0,veh850,veh798,506587051#1,1
1600,1600:13596:packet0,veh798,veh896,506587051#1,2
1600,1600:13596:packet1,veh850,veh798,506587051#1,1
1600,1600:13596:packet1,veh798,veh896,506587051#1,2
1600,1600:13596:packet2,veh850,veh798,506587051#1,1
1600,1600:13596:packet2,veh798,veh896,506587051#1,2
1600,1600:13596:packet3,veh850,veh798,506587051#1,1
1600,1600:13596:packet3,veh798,veh896,506587051#1,2
1600,1600:13596:packet4,veh850,veh798,506587051#1,1
1600,1600:13596:packet4,veh798,veh896,506587051#1,2
1600,1600:13596:packet5,veh850,veh798,506587051#1,1
1600,1600:13596:packet5,veh798,veh896,506587051#1,2
1600,1600:13596:packet6,veh850,veh798,506587051#1,1
1600,1600:13596:packet6,veh798,veh896,506587051#1,2
1600,1600:13596:packet7,veh850,veh798,506587051#1,1
1600,1600:13596:packet7,veh798,veh896,506587051#1,2
1600,1600:13596:packet8,veh850,veh798,506587051#1,1
1600,1600:13596:packet8,veh798,veh896,506587051#1,2
1600,1600:13598:packet0,veh750,veh904,48757027#0,1
1600,1600:13598:packet1,veh750,veh904,48757027#0,1
1600,1600:13598:packet2,veh750,veh904,48757027#0,1
1600,1600:13598:packet3,veh750,veh904,48757027#0,1
1600,1600:13598:packet4,veh750,veh904,48757027#0,1
1600,1600:13598:packet5,veh750,veh904,48757027#0,1
1601,1600:13567:packet0,veh828,veh843,-787217955#0,6
1601,1600:13567:packet1,veh797,veh828,:2398006616_2,5
1601,1600:13567:packet1,veh828,veh843,-787217955#0,6
1601,1600:13567:packet2,veh828,veh843,-787217955#0,6
1601,1600:13567:packet3,veh797,veh828,:2398006616_2,6
1601,1600:13567:packet3,veh828,veh843,-787217955#0,7
1601,1600:13567:packet4,veh828,veh843,-787217955#0,6
1601,1600:13567:packet5,veh797,veh828,:2398006616_2,6
1601,1600:13567:packet5,veh828,veh843,-787217955#0,7
1601,1600:13567:packet6,veh828,veh843,-787217955#0,6
1601,1600:13567:packet7,veh797,veh828,:2398006616_2,6
1601,1600:13567:packet7,veh828,veh843,-787217955#0,7
1601,1600:13568:packet0,veh786,veh863,56699014#2,3
1601,1600:13568:packet0,veh863,veh886,-33424271#2,4
1601,1600:13568:packet0,veh886,veh814,-288252177#1,5
1601,1600:13568:packet1,veh786,veh863,56699014#2,4
1601,1600:13568:packet1,veh863,veh886,-33424271#2,5
1601,1600:13568:packet1,veh886,veh814,-288252177#1,6
1601,1600:13568:packet2,veh786,veh863,56699014#2,3
1601,1600:13568:packet2,veh863,veh886,-33424271#2,4
1601,1600:13568:packet2,veh886,veh814,-288252177#1,5
1601,1600:13568:packet3,veh786,veh863,56699014#2,4
1601,1600:13568:packet3,veh863,veh886,-33424271#2,5
1601,1600:13568:packet3,veh886,veh814,-288252177#1,6
1601,1600:13568:packet4,veh786,veh863,56699014#2,3
1601,1600:13568:packet4,veh863,veh886,-33424271#2,4
1601,1600:13568:packet4,veh886,veh814,-288252177#1,5
1601,1600:13568:packet5,veh786,veh863,56699014#2,4
1601,1600:13568:packet5,veh863,veh886,-33424271#2,5
1601,1600:13568:packet5,veh886,veh814,-288252177#1,6
1601,1600:13568:packet6,veh786,veh863,56699014#2,3
1601,1600:13568:packet6,veh863,veh886,-33424271#2,4
1601,1600:13568:packet6,veh886,veh814,-288252177#1,5
1601,1600:13568:packet7,veh786,veh863,56699014#2,4
1601,1600:13568:packet7,veh863,veh886,-33424271#2,5
1601,1600:13568:packet7,veh886,veh814,-288252177#1,6
1601,1600:13568:packet8,veh786,veh863,56699014#2,3
1601,1600:13568:packet8,veh863,veh886,-33424271#2,4
1601,1600:13568:packet8,veh886,veh814,-288252177#1,5
1601,1600:13578:packet0,veh828,veh843,-787217955#0,6
1601,1600:13578:packet1,veh797,veh828,:2398006616_2,6
1601,1600:13578:packet1,veh828,veh843,-787217955#0,7
1601,1600:13578:packet2,veh828,veh843,-787217955#0,6
1601,1600:13578:packet3,veh797,veh828,:2398006616_2,6
1601,1600:13578:packet3,veh828,veh843,-787217955#0,7
1601,1600:13578:packet4,veh828,veh843,-787217955#0,6
1601,1600:13578:packet5,veh797,veh828,:2398006616_2,6
1601,1600:13578:packet5,veh828,veh843,-787217955#0,7
1601,1600:13578:packet6,veh828,veh843,-787217955#0,6
1601,1600:13580:packet0,veh863,veh786,-33424271#2,1
1601,1600:13580:packet1,veh863,veh786,-33424271#2,1
1601,1600:13580:packet2,veh863,veh786,-33424271#2,1
1601,1600:13580:packet3,veh863,veh786,-33424271#2,1
1601,1600:13580:packet4,veh863,veh786,-33424271#2,1
1601,1600:13580:packet5,veh863,veh786,-33424271#2,1
1601,1600:13580:packet6,veh863,veh786,-33424271#2,1
1601,1600:13580:packet7,veh863,veh786,-33424271#2,1
1601,1600:13580:packet8,veh863,veh786,-33424271#2,1
1601,1600:13584:packet0,veh855,veh879,787217956#1,5
1601,1600:13584:packet0,veh879,veh827,26346182#1,6
