,rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval,connected_componentes
0,no,300,[0. 0. 1.],49,0,0.6333333333333333,17.166666666666668,0.3748300690063366,17.166666666666668
1,no,300,[0.  0.1 0.9],49,0,0.6333333333333333,17.133333333333333,0.3713040682581135,17.133333333333333
2,no,300,[0.  0.2 0.8],49,0,0.6166666666666667,16.183333333333334,0.36548972431733245,16.183333333333334
3,no,300,[0.  0.3 0.7],49,0,0.6166666666666667,16.183333333333334,0.36314522670967697,16.183333333333334
4,no,300,[0.  0.4 0.6],49,0,0.6166666666666667,16.183333333333334,0.36314522670967697,16.183333333333334
5,no,300,[0.  0.5 0.5],49,0,0.7166666666666667,15.766666666666667,0.3863739060422126,15.766666666666667
6,no,300,[0.  0.6 0.4],49,0,0.7166666666666667,15.766666666666667,0.3848587545270611,15.766666666666667
7,no,300,[0.  0.7 0.3],49,0,0.7166666666666667,15.766666666666667,0.3836466333149398,15.766666666666667
8,no,300,[0.  0.8 0.2],49,0,0.55,15.683333333333334,0.37678327692008384,15.683333333333334
9,no,300,[0.  0.9 0.1],49,0,0.55,15.433333333333334,0.37889624087275303,15.433333333333334
10,no,300,[0. 1. 0.],49,0,0.55,15.483333333333333,0.3794750797006209,15.483333333333333
11,no,300,[0.1 0.  0.9],49,0,0.6333333333333333,17.166666666666668,0.37174364925325015,17.166666666666668
12,no,300,[0.1 0.1 0.8],49,0,0.6333333333333333,17.133333333333333,0.37222999418403946,17.133333333333333
13,no,300,[0.1 0.2 0.7],49,0,0.6166666666666667,17.15,0.37161271023342224,17.15
14,no,300,[0.1 0.3 0.6],49,0,0.6166666666666667,16.183333333333334,0.36314522670967697,16.183333333333334
15,no,300,[0.1 0.4 0.5],49,0,0.6166666666666667,16.183333333333334,0.36314522670967697,16.183333333333334
16,no,300,[0.1 0.5 0.4],49,0,0.7166666666666667,15.766666666666667,0.3863739060422126,15.766666666666667
17,no,300,[0.1 0.6 0.3],49,0,0.7166666666666667,15.766666666666667,0.3836466333149398,15.766666666666667
18,no,300,[0.1 0.7 0.2],49,0,0.55,15.683333333333334,0.37678327692008384,15.683333333333334
19,no,300,[0.1 0.8 0.1],49,0,0.55,15.433333333333334,0.3792373714770414,15.433333333333334
20,no,300,[0.1 0.9 0. ],49,0,0.55,15.483333333333333,0.3809809276538373,15.483333333333333
21,no,300,[0.2 0.  0.8],49,0,0.6333333333333333,16.916666666666668,0.36633932683665793,16.916666666666668
22,no,300,[0.2 0.1 0.7],49,0,0.6333333333333333,16.883333333333333,0.3644785736734808,16.883333333333333
23,no,300,[0.2 0.2 0.6],49,0,0.6166666666666667,16.9,0.36710483629974344,16.9
24,no,300,[0.2 0.3 0.5],49,0,0.6166666666666667,16.85,0.3737141338260739,16.85
25,no,300,[0.2 0.4 0.4],49,0,0.7166666666666667,15.766666666666667,0.3863739060422126,15.766666666666667
26,no,300,[0.2 0.5 0.3],49,0,0.7166666666666667,15.766666666666667,0.38051857857398186,15.766666666666667
27,no,300,[0.2 0.6 0.2],49,0,0.55,15.683333333333334,0.37678327692008384,15.683333333333334
28,no,300,[0.2 0.7 0.1],49,0,0.55,15.483333333333333,0.3798162103049094,15.483333333333333
29,no,300,[0.2 0.8 0. ],49,0,0.55,15.483333333333333,0.3809809276538373,15.483333333333333
30,no,300,[0.3 0.  0.7],49,0,0.6333333333333333,16.883333333333333,0.36449359680910964,16.883333333333333
31,no,300,[0.3 0.1 0.6],49,0,0.6333333333333333,16.883333333333333,0.36449359680910964,16.883333333333333
32,no,300,[0.3 0.2 0.5],49,0,0.6166666666666667,16.6,0.3684972699036919,16.6
33,no,300,[0.3 0.3 0.4],49,0,0.6166666666666667,16.65,0.36603725385262237,16.65
34,no,300,[0.3 0.4 0.3],49,0,0.7166666666666667,15.566666666666666,0.3774175696596655,15.566666666666666
35,no,300,[0.3 0.5 0.2],49,0,0.55,15.733333333333333,0.3856855759564933,15.733333333333333
36,no,300,[0.3 0.6 0.1],49,0,0.55,15.483333333333333,0.3798162103049094,15.483333333333333
37,no,300,[0.3 0.7 0. ],49,0,0.55,15.483333333333333,0.3813220582581258,15.483333333333333
38,no,300,[0.4 0.  0.6],49,0,0.6166666666666667,17.15,0.3607310968393199,17.15
39,no,300,[0.4 0.1 0.5],49,0,0.6333333333333333,16.633333333333333,0.3663765725757047,16.633333333333333
40,no,300,[0.4 0.2 0.4],49,0,0.6166666666666667,16.65,0.36536647156560376,16.65
41,no,300,[0.4 0.3 0.3],49,0,0.7166666666666667,16.233333333333334,0.3874477513669762,16.233333333333334
42,no,300,[0.4 0.4 0.2],49,0,0.55,15.733333333333333,0.3856855759564933,15.733333333333333
