rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval
no,200,[0. 0. 1.],49,5,1.1833333333333333,24.0,0.4919726188688551
no,200,[0.  0.1 0.9],49,5,1.1833333333333333,23.433333333333334,0.4971845962135161
no,200,[0.  0.2 0.8],49,5,1.2,22.733333333333334,0.4862886983515942
no,200,[0.  0.3 0.7],49,5,1.2333333333333334,23.0,0.49215680231298387
no,200,[0.  0.4 0.6],49,5,1.2333333333333334,23.0,0.49215680231298387
no,200,[0.  0.5 0.5],49,5,1.2333333333333334,22.716666666666665,0.4925932453026183
no,200,[0.  0.6 0.4],49,5,1.2333333333333334,22.716666666666665,0.4918840254444623
no,200,[0.  0.7 0.3],49,5,1.2833333333333334,22.35,0.48677533046992494
no,200,[0.  0.8 0.2],49,5,1.2833333333333334,22.35,0.48677533046992494
no,200,[0.  0.9 0.1],49,5,1.2833333333333334,23.2,0.4739637207833152
no,200,[0. 1. 0.],49,5,1.3,23.433333333333334,0.47240285183394953
no,200,[0.1 0.  0.9],49,5,1.1833333333333333,24.0,0.4919726188688551
no,200,[0.1 0.1 0.8],49,5,1.1833333333333333,23.433333333333334,0.49356140780771895
no,200,[0.1 0.2 0.7],49,5,1.2833333333333334,22.633333333333333,0.4880092587782068
no,200,[0.1 0.3 0.6],49,5,1.2333333333333334,23.0,0.49215680231298387
no,200,[0.1 0.4 0.5],49,5,1.2333333333333334,23.0,0.49215680231298387
no,200,[0.1 0.5 0.4],49,5,1.2333333333333334,23.0,0.49038375266759376
no,200,[0.1 0.6 0.3],49,5,1.2833333333333334,22.35,0.48677533046992494
no,200,[0.1 0.7 0.2],49,5,1.2833333333333334,22.35,0.48677533046992494
no,200,[0.1 0.8 0.1],49,5,1.2833333333333334,23.2,0.4869845541166486
no,200,[0.1 0.9 0. ],49,5,1.2833333333333334,23.2,0.47160260967220413
no,200,[0.2 0.  0.8],49,5,1.1833333333333333,24.0,0.4919726188688551
no,200,[0.2 0.1 0.7],49,5,1.1833333333333333,23.433333333333334,0.49356140780771895
no,200,[0.2 0.2 0.6],49,5,1.2833333333333334,22.633333333333333,0.48869173004257455
