rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval
no,300,[0. 0. 1.],49,5,1.1166666666666667,15.733333333333333,0.6130039840482191
no,300,[0.  0.1 0.9],49,5,1.1166666666666667,15.733333333333333,0.606943377987613
no,300,[0.  0.2 0.8],49,5,1.1166666666666667,15.733333333333333,0.6039130749573101
no,300,[0.  0.3 0.7],49,5,1.1166666666666667,15.733333333333333,0.6160342870785221
no,300,[0.  0.4 0.6],49,5,1.1166666666666667,15.733333333333333,0.6137931254623605
no,300,[0.  0.5 0.5],49,5,1.1166666666666667,14.9,0.6036342156966318
no,300,[0.  0.6 0.4],49,5,1.1166666666666667,14.9,0.5947056442680604
no,300,[0.  0.7 0.3],49,5,1.1166666666666667,14.9,0.5917294537918698
no,300,[0.  0.8 0.2],49,5,1.25,15.716666666666667,0.5745976756686367
no,300,[0.  0.9 0.1],49,5,1.25,15.466666666666667,0.5898823900728173
no,300,[0. 1. 0.],49,5,1.25,15.516666666666667,0.5859322596415789
no,300,[0.1 0.  0.9],49,5,1.1166666666666667,15.733333333333333,0.6099736810179162
no,300,[0.1 0.1 0.8],49,5,1.1166666666666667,15.733333333333333,0.606943377987613
no,300,[0.1 0.2 0.7],49,5,1.1166666666666667,15.733333333333333,0.6039130749573101
no,300,[0.1 0.3 0.6],49,5,1.1166666666666667,15.733333333333333,0.6039130749573101
no,300,[0.1 0.4 0.5],49,5,1.1166666666666667,15.733333333333333,0.5925810042502393
no,300,[0.1 0.5 0.4],49,5,1.1166666666666667,14.9,0.6036342156966318
no,300,[0.1 0.6 0.3],49,5,1.1166666666666667,14.9,0.5947056442680604
no,300,[0.1 0.7 0.2],49,5,1.1166666666666667,14.9,0.5917294537918698
no,300,[0.1 0.8 0.1],49,5,1.25,15.466666666666667,0.5905528881571085
no,300,[0.1 0.9 0. ],49,5,1.25,15.516666666666667,0.5893565891434946
no,300,[0.2 0.  0.8],49,5,1.1166666666666667,15.733333333333333,0.6099736810179162
no,300,[0.2 0.1 0.7],49,5,1.1166666666666667,15.733333333333333,0.606943377987613
no,300,[0.2 0.2 0.6],49,5,1.1166666666666667,15.733333333333333,0.6039130749573101
no,300,[0.2 0.3 0.5],49,5,1.1166666666666667,15.733333333333333,0.6039130749573101
no,300,[0.2 0.4 0.4],49,5,1.1166666666666667,15.733333333333333,0.5895507012199361
no,300,[0.2 0.5 0.3],49,5,1.1166666666666667,14.9,0.5917294537918698
no,300,[0.2 0.6 0.2],49,5,1.1166666666666667,14.9,0.5947056442680604
no,300,[0.2 0.7 0.1],49,5,1.1166666666666667,14.65,0.6076640247779774
no,300,[0.2 0.8 0. ],49,5,1.1166666666666667,14.7,0.6065442039493101
no,300,[0.3 0.  0.7],49,5,1.1166666666666667,15.733333333333333,0.6099736810179162
no,300,[0.3 0.1 0.6],49,5,1.1166666666666667,15.733333333333333,0.606943377987613
no,300,[0.3 0.2 0.5],49,5,1.1166666666666667,15.733333333333333,0.606943377987613
no,300,[0.3 0.3 0.4],49,5,1.1166666666666667,15.733333333333333,0.5956113072805422
no,300,[0.3 0.4 0.3],49,5,1.1166666666666667,14.9,0.5917294537918698
no,300,[0.3 0.5 0.2],49,5,1.1166666666666667,14.9,0.5917294537918698
no,300,[0.3 0.6 0.1],49,5,1.1166666666666667,14.9,0.579824691887108
no,300,[0.3 0.7 0. ],49,5,1.1166666666666667,14.7,0.5948482975165614
no,300,[0.4 0.  0.6],49,5,1.1166666666666667,15.733333333333333,0.6099736810179162
no,300,[0.4 0.1 0.5],49,5,1.1166666666666667,15.733333333333333,0.6081302466744818
no,300,[0.4 0.2 0.4],49,5,1.1166666666666667,15.733333333333333,0.606943377987613
no,300,[0.4 0.3 0.3],49,5,1.1166666666666667,15.733333333333333,0.5940961557653908
no,300,[0.4 0.4 0.2],49,5,1.1166666666666667,14.9,0.5917294537918698
no,300,[0.4 0.5 0.1],49,5,1.1166666666666667,14.9,0.5828008823632984
no,300,[0.4 0.6 0. ],49,5,1.1166666666666667,14.7,0.5948482975165614
no,300,[0.5 0.  0.5],49,5,1.1166666666666667,15.733333333333333,0.6010595396037746
no,300,[0.5 0.1 0.4],49,5,1.1166666666666667,15.733333333333333,0.5990393375835725
no,300,[0.5 0.2 0.3],49,5,1.1166666666666667,15.733333333333333,0.599828478997714
no,300,[0.5 0.3 0.2],49,5,1.1166666666666667,15.733333333333333,0.5940961557653908
no,300,[0.5 0.4 0.1],49,5,1.1166666666666667,14.9,0.5917294537918698
no,300,[0.5 0.5 0. ],49,5,1.1166666666666667,15.533333333333333,0.5877790258308772
no,300,[0.6 0.  0.4],49,5,1.1166666666666667,15.733333333333333,0.6010595396037746
no,300,[0.6 0.1 0.3],49,5,1.1166666666666667,15.733333333333333,0.5990393375835725
no,300,[0.6 0.2 0.2],49,5,1.1166666666666667,15.733333333333333,0.6026567618259968
no,300,[0.6 0.3 0.1],49,5,1.1166666666666667,15.733333333333333,0.5965961557653907
no,300,[0.6 0.4 0. ],49,5,1.1166666666666667,15.533333333333333,0.5996837877356391
no,300,[0.7 0.  0.3],49,5,1.1166666666666667,15.733333333333333,0.6144938830381181
no,300,[0.7 0.1 0.2],49,5,1.1166666666666667,15.733333333333333,0.604676963846199
no,300,[0.7 0.2 0.1],49,5,1.1166666666666667,15.733333333333333,0.6026567618259968
no,300,[0.7 0.3 0. ],49,5,1.1166666666666667,15.533333333333333,0.6145647401165916
no,300,[0.8 0.  0.2],49,5,1.1166666666666667,15.733333333333333,0.6144938830381181
no,300,[0.8 0.1 0.1],49,5,1.1166666666666667,15.733333333333333,0.6137678729371081
no,300,[ 0.8  0.2 -0. ],49,5,1.1166666666666667,15.533333333333333,0.6175409305927818
no,300,[0.9 0.  0.1],49,5,1.1166666666666667,15.733333333333333,0.6129787315229667
no,300,[ 0.9  0.1 -0. ],49,5,1.1166666666666667,15.783333333333333,0.6126073313510346
no,300,[1. 0. 0.],49,5,1.1166666666666667,15.783333333333333,0.6035164222601255
