,rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval,connected_componentes
0,no,400,[0. 0. 1.],49,7,0.26666666666666666,14.116666666666667,0.4783036230787944,14.116666666666667
1,no,400,[0.  0.1 0.9],49,7,0.26666666666666666,14.116666666666667,0.4699702897454611,14.116666666666667
2,no,400,[0.  0.2 0.8],49,7,0.26666666666666666,14.116666666666667,0.46913695641212777,14.116666666666667
3,no,400,[0.  0.3 0.7],49,7,0.26666666666666666,13.916666666666666,0.4685717914815722,13.916666666666666
4,no,400,[0.  0.4 0.6],49,7,0.26666666666666666,13.9,0.45708669253292694,13.9
5,no,400,[0.  0.5 0.5],49,7,0.26666666666666666,13.9,0.45845281275150623,13.9
6,no,400,[0.  0.6 0.4],49,7,0.26666666666666666,13.9,0.45703958493918284,13.9
7,no,400,[0.  0.7 0.3],49,7,0.26666666666666666,13.9,0.45703958493918284,13.9
8,no,400,[0.  0.8 0.2],49,7,0.26666666666666666,13.9,0.4488428636277074,13.9
9,no,400,[0.  0.9 0.1],49,7,0.26666666666666666,13.65,0.4499367959347874,13.65
10,no,400,[0. 1. 0.],49,7,0.3,13.983333333333333,0.44988030325934975,13.983333333333333
11,no,400,[0.1 0.  0.9],49,7,0.26666666666666666,14.116666666666667,0.4783036230787944,14.116666666666667
12,no,400,[0.1 0.1 0.8],49,7,0.26666666666666666,14.116666666666667,0.4783036230787944,14.116666666666667
13,no,400,[0.1 0.2 0.7],49,7,0.26666666666666666,14.116666666666667,0.4760814008565722,14.116666666666667
14,no,400,[0.1 0.3 0.6],49,7,0.26666666666666666,13.916666666666666,0.46579401370379436,13.916666666666666
15,no,400,[0.1 0.4 0.5],49,7,0.26666666666666666,13.9,0.45845281275150623,13.9
16,no,400,[0.1 0.5 0.4],49,7,0.26666666666666666,13.9,0.4598189329700854,13.9
17,no,400,[0.1 0.6 0.3],49,7,0.26666666666666666,13.9,0.45703958493918284,13.9
18,no,400,[0.1 0.7 0.2],49,7,0.26666666666666666,13.9,0.4488428636277074,13.9
19,no,400,[0.1 0.8 0.1],49,7,0.3,13.983333333333333,0.4498966376380833,13.983333333333333
20,no,400,[0.1 0.9 0. ],49,7,0.3,13.983333333333333,0.4485171809318015,13.983333333333333
21,no,400,[0.2 0.  0.8],49,7,0.26666666666666666,13.866666666666667,0.4724633164259893,13.866666666666667
22,no,400,[0.2 0.1 0.7],49,7,0.26666666666666666,13.866666666666667,0.4724633164259893,13.866666666666667
23,no,400,[0.2 0.2 0.6],49,7,0.26666666666666666,13.666666666666666,0.4719168683385576,13.666666666666666
24,no,400,[0.2 0.3 0.5],49,7,0.26666666666666666,13.916666666666666,0.4666273470371277,13.916666666666666
25,no,400,[0.2 0.4 0.4],49,7,0.26666666666666666,13.916666666666666,0.4665761431064814,13.916666666666666
26,no,400,[0.2 0.5 0.3],49,7,0.26666666666666666,13.9,0.4598189329700854,13.9
