,rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval,connected_componentes
32,yes,200,[0.3 0.2 0.5],49,7,1.25,24.28333333,0.34984856,24.28333333
33,yes,200,[0.3 0.3 0.4],49,7,1.166666667,24.76666667,0.353281067,24.76666667
34,yes,200,[0.3 0.4 0.3],49,7,1.166666667,24.76666667,0.35170874,24.76666667
35,yes,200,[0.3 0.5 0.2],49,7,1.25,24.28333333,0.346985004,24.28333333
36,yes,200,[0.3 0.6 0.1],49,7,1.25,24.81666667,0.346084798,24.81666667
37,yes,200,[0.3 0.7 0. ],49,7,1.25,24.81666667,0.345287473,24.81666667
38,yes,200,[0.4 0.  0.6],49,7,1.116666667,25.41666667,0.326452432,25.41666667
39,yes,200,[0.4 0.1 0.5],49,7,1.116666667,24.88333333,0.325575853,24.88333333
40,yes,200,[0.4 0.2 0.4],49,7,1.166666667,24.76666667,0.353709884,24.76666667
41,yes,200,[0.4 0.3 0.3],49,7,1.166666667,24.76666667,0.353281067,24.76666667
42,yes,200,[0.4 0.4 0.2],49,7,1.25,24.2,0.348090971,24.2
43,yes,200,[0.4 0.5 0.1],49,7,1.25,24.81666667,0.345287473,24.81666667
44,yes,200,[0.4 0.6 0. ],49,7,1.25,24.81666667,0.345287473,24.81666667
45,yes,200,[0.5 0.  0.5],49,7,1.116666667,25.41666667,0.327361523,25.41666667
46,yes,200,[0.5 0.1 0.4],49,7,1.116666667,24.8,0.326737469,24.8
47,yes,200,[0.5 0.2 0.3],49,7,1.166666667,24.68333333,0.354407902,24.68333333
48,yes,200,[0.5 0.3 0.2],49,7,1.25,24.2,0.348090971,24.2
49,yes,200,[0.5 0.4 0.1],49,7,1.25,24.81666667,0.345287473,24.81666667
50,yes,200,[0.5 0.5 0. ],49,7,1.25,24.81666667,0.345287473,24.81666667
51,yes,200,[0.6 0.  0.4],49,7,1.116666667,25.33333333,0.328523139,25.33333333
52,yes,200,[0.6 0.1 0.3],49,7,1.25,24.2,0.351031688,24.2
53,yes,200,[0.6 0.2 0.2],49,7,1.166666667,24.68333333,0.355980229,24.68333333
54,yes,200,[0.6 0.3 0.1],49,7,1.25,24.81666667,0.345287473,24.81666667
55,yes,200,[0.6 0.4 0. ],49,7,1.25,24.81666667,0.345287473,24.81666667
56,yes,200,[0.7 0.  0.3],49,7,1.133333333,24.33333333,0.322448321,24.33333333
57,yes,200,[0.7 0.1 0.2],49,7,1.25,24.2,0.351031688,24.2
58,yes,200,[0.7 0.2 0.1],49,7,1.25,24.81666667,0.34791093,24.81666667
59,yes,200,[0.7 0.3 0. ],49,7,1.25,24.81666667,0.345904757,24.81666667
60,yes,200,[0.8 0.  0.2],49,7,1.133333333,24.33333333,0.323341178,24.33333333
61,yes,200,[0.8 0.1 0.1],49,7,1.25,24.81666667,0.347977067,24.81666667
62,yes,200,[ 0.8  0.2 -0. ],49,7,1.25,24.81666667,0.34636772,24.81666667
63,yes,200,[0.9 0.  0.1],49,7,1.133333333,24.78333333,0.33994911,24.78333333
64,yes,200,[ 0.9  0.1 -0. ],49,7,1.25,24.81666667,0.34791093,24.81666667
65,yes,200,[1. 0. 0.],49,7,1.1,25.66666667,0.346440242,25.66666667
