,rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval,connected_componentes
27,yes,300,[0.2 0.6 0.2],49,7,0.466666667,19.1,0.405231451,19.1
28,yes,300,[0.2 0.7 0.1],49,7,0.466666667,18.9,0.405487863,18.9
29,yes,300,[0.2 0.8 0. ],49,7,0.466666667,18.93333333,0.414549794,18.93333333
30,yes,300,[0.3 0.  0.7],49,7,0.466666667,17.73333333,0.447682677,17.73333333
31,yes,300,[0.3 0.1 0.6],49,7,0.466666667,17.73333333,0.447682677,17.73333333
32,yes,300,[0.3 0.2 0.5],49,7,0.466666667,17.73333333,0.443421156,17.73333333
33,yes,300,[0.3 0.3 0.4],49,7,0.466666667,17.78333333,0.440579735,17.78333333
34,yes,300,[0.3 0.4 0.3],49,7,0.516666667,17.61666667,0.422126309,17.61666667
35,yes,300,[0.3 0.5 0.2],49,7,0.466666667,19.15,0.413540263,19.15
36,yes,300,[0.3 0.6 0.1],49,7,0.466666667,18.9,0.405487863,18.9
37,yes,300,[0.3 0.7 0. ],49,7,0.466666667,18.9,0.407400432,18.9
38,yes,300,[0.4 0.  0.6],49,7,0.466666667,17.78333333,0.44768012,17.78333333
39,yes,300,[0.4 0.1 0.5],49,7,0.466666667,17.78333333,0.44768012,17.78333333
40,yes,300,[0.4 0.2 0.4],49,7,0.516666667,17.61666667,0.435449585,17.61666667
41,yes,300,[0.4 0.3 0.3],49,7,0.516666667,17.61666667,0.430473414,17.61666667
42,yes,300,[0.4 0.4 0.2],49,7,0.466666667,19.15,0.414276374,19.15
43,yes,300,[0.4 0.5 0.1],49,7,0.466666667,19.15,0.412782688,19.15
44,yes,300,[0.4 0.6 0. ],49,7,0.466666667,18.9,0.407400432,18.9
45,yes,300,[0.5 0.  0.5],49,7,0.516666667,17.58333333,0.440566006,17.58333333
46,yes,300,[0.5 0.1 0.4],49,7,0.516666667,17.58333333,0.439801437,17.58333333
47,yes,300,[0.5 0.2 0.3],49,7,0.516666667,17.58333333,0.431468103,17.58333333
48,yes,300,[0.5 0.3 0.2],49,7,0.5,18.83333333,0.421373384,18.83333333
49,yes,300,[0.5 0.4 0.1],49,7,0.466666667,19.15,0.415463243,19.15
50,yes,300,[0.5 0.5 0. ],49,7,0.466666667,18.9,0.407036133,18.9
51,yes,300,[0.6 0.  0.4],49,7,0.516666667,17.58333333,0.440566006,17.58333333
52,yes,300,[0.6 0.1 0.3],49,7,0.516666667,17.83333333,0.453611631,17.83333333
53,yes,300,[0.6 0.2 0.2],49,7,0.5,18.8,0.429518307,18.8
54,yes,300,[0.6 0.3 0.1],49,7,0.466666667,19.15,0.404352132,19.15
55,yes,300,[0.6 0.4 0. ],49,7,0.466666667,19.15,0.414259539,19.15
56,yes,300,[0.7 0.  0.3],49,7,0.516666667,17.83333333,0.454389159,17.83333333
57,yes,300,[0.7 0.1 0.2],49,7,0.5,18.8,0.443053396,18.8
58,yes,300,[0.7 0.2 0.1],49,7,0.5,18.8,0.423051179,18.8
59,yes,300,[0.7 0.3 0. ],49,7,0.466666667,19.15,0.403148428,19.15
60,yes,300,[0.8 0.  0.2],49,7,0.5,18.8,0.443830924,18.8
61,yes,300,[0.8 0.1 0.1],49,7,0.5,18.8,0.430136087,18.8
62,yes,300,[ 0.8  0.2 -0. ],49,7,0.5,18.8,0.42163875,18.8
63,yes,300,[0.9 0.  0.1],49,7,0.5,18.8,0.444472938,18.8
64,yes,300,[ 0.9  0.1 -0. ],49,7,0.5,18.8,0.431572749,18.8
65,yes,300,[1. 0. 0.],49,7,0.5,18.8,0.423857354,18.8
