,Unnamed: 0,rsu,TR,weights,n_veh,n_buses,n_sav,n_chs,stab_eval,connected_componentes
334,4,yes,500,[0.  0.4 0.6],49,7,0.216666667,11.35,0.535078572,11.35
335,5,yes,500,[0.  0.5 0.5],49,7,0.216666667,11.35,0.533711313,11.35
336,6,yes,500,[0.  0.6 0.4],49,7,0.216666667,11.35,0.533711313,11.35
337,7,yes,500,[0.  0.7 0.3],49,7,0.216666667,11.38333333,0.515431743,11.38333333
338,8,yes,500,[0.  0.8 0.2],49,7,0.216666667,11.38333333,0.515431743,11.38333333
339,9,yes,500,[0.  0.9 0.1],49,7,0.216666667,11.38333333,0.515431743,11.38333333
340,10,yes,500,[0. 1. 0.],49,7,0.216666667,11.38333333,0.521025364,11.38333333
341,11,yes,500,[0.1 0.  0.9],49,7,0.216666667,11.35,0.550993807,11.35
342,12,yes,500,[0.1 0.1 0.8],49,7,0.216666667,11.35,0.548305635,11.35
343,13,yes,500,[0.1 0.2 0.7],49,7,0.216666667,11.35,0.548519433,11.35
344,14,yes,500,[0.1 0.3 0.6],49,7,0.216666667,11.35,0.537766744,11.35
345,15,yes,500,[0.1 0.4 0.5],49,7,0.216666667,11.35,0.533711313,11.35
346,16,yes,500,[0.1 0.5 0.4],49,7,0.216666667,11.35,0.533711313,11.35
347,17,yes,500,[0.1 0.6 0.3],49,7,0.216666667,11.38333333,0.534248947,11.38333333
348,18,yes,500,[0.1 0.7 0.2],49,7,0.216666667,11.38333333,0.515431743,11.38333333
349,19,yes,500,[0.1 0.8 0.1],49,7,0.216666667,11.38333333,0.515431743,11.38333333
350,20,yes,500,[0.1 0.9 0. ],49,7,0.216666667,11.38333333,0.512672829,11.38333333
351,21,yes,500,[0.2 0.  0.8],49,7,0.216666667,11.35,0.550993807,11.35
352,22,yes,500,[0.2 0.1 0.7],49,7,0.216666667,11.35,0.545571115,11.35
353,23,yes,500,[0.2 0.2 0.6],49,7,0.216666667,11.35,0.537766744,11.35
354,24,yes,500,[0.2 0.3 0.5],49,7,0.216666667,11.35,0.533711313,11.35
355,25,yes,500,[0.2 0.4 0.4],49,7,0.216666667,11.35,0.533711313,11.35
356,26,yes,500,[0.2 0.5 0.3],49,7,0.216666667,11.38333333,0.534248947,11.38333333
357,27,yes,500,[0.2 0.6 0.2],49,7,0.216666667,11.38333333,0.515431743,11.38333333
358,28,yes,500,[0.2 0.7 0.1],49,7,0.216666667,11.38333333,0.515431743,11.38333333
359,29,yes,500,[0.2 0.8 0. ],49,7,0.216666667,11.38333333,0.512672829,11.38333333
360,30,yes,500,[0.3 0.  0.7],49,7,0.216666667,11.35,0.550993807,11.35
361,31,yes,500,[0.3 0.1 0.6],49,7,0.216666667,11.35,0.548259287,11.35
362,32,yes,500,[0.3 0.2 0.5],49,7,0.216666667,11.35,0.540454917,11.35
363,33,yes,500,[0.3 0.3 0.4],49,7,0.216666667,11.35,0.533711313,11.35
364,34,yes,500,[0.3 0.4 0.3],49,7,0.216666667,11.38333333,0.534248947,11.38333333
365,35,yes,500,[0.3 0.5 0.2],49,7,0.216666667,11.38333333,0.523496259,11.38333333
366,36,yes,500,[0.3 0.6 0.1],49,7,0.216666667,11.38333333,0.515431743,11.38333333
367,37,yes,500,[0.3 0.7 0. ],49,7,0.216666667,11.38333333,0.514040089,11.38333333
368,38,yes,500,[0.4 0.  0.6],49,7,0.216666667,11.35,0.550993807,11.35
369,39,yes,500,[0.4 0.1 0.5],49,7,0.216666667,11.35,0.540194771,11.35
370,40,yes,500,[0.4 0.2 0.4],49,7,0.216666667,11.35,0.530762995,11.35
371,41,yes,500,[0.4 0.3 0.3],49,7,0.216666667,11.38333333,0.534248947,11.38333333
372,42,yes,500,[0.4 0.4 0.2],49,7,0.216666667,11.38333333,0.534248947,11.38333333
373,43,yes,500,[0.4 0.5 0.1],49,7,0.216666667,11.38333333,0.515431743,11.38333333
374,44,yes,500,[0.4 0.6 0. ],49,7,0.216666667,11.38333333,0.514040089,11.38333333
375,45,yes,500,[0.5 0.  0.5],49,7,0.216666667,11.35,0.548259287,11.35
376,46,yes,500,[0.5 0.1 0.4],49,7,0.216666667,11.35,0.538827511,11.35
377,47,yes,500,[0.5 0.2 0.3],49,7,0.216666667,11.35,0.530762995,11.35
378,48,yes,500,[0.5 0.3 0.2],49,7,0.216666667,11.38333333,0.534248947,11.38333333
379,49,yes,500,[0.5 0.4 0.1],49,7,0.216666667,11.38333333,0.520725149,11.38333333
380,50,yes,500,[0.5 0.5 0. ],49,7,0.216666667,11.38333333,0.514040089,11.38333333
381,51,yes,500,[0.6 0.  0.4],49,7,0.216666667,11.35,0.546892027,11.35
382,52,yes,500,[0.6 0.1 0.3],49,7,0.216666667,11.35,0.536139339,11.35
383,53,yes,500,[0.6 0.2 0.2],49,7,0.216666667,11.38333333,0.533988801,11.38333333
384,54,yes,500,[0.6 0.3 0.1],49,7,0.216666667,11.38333333,0.535545465,11.38333333
385,55,yes,500,[0.6 0.4 0. ],49,7,0.216666667,11.38333333,0.522104605,11.38333333
386,56,yes,500,[0.7 0.  0.3],49,7,0.216666667,11.38333333,0.539365145,11.38333333
387,57,yes,500,[0.7 0.1 0.2],49,7,0.216666667,11.38333333,0.538044233,11.38333333
388,58,yes,500,[0.7 0.2 0.1],49,7,0.216666667,11.38333333,0.532597148,11.38333333
389,59,yes,500,[0.7 0.3 0. ],49,7,0.216666667,11.38333333,0.527480949,11.38333333
390,60,yes,500,[0.8 0.  0.2],49,7,0.216666667,11.38333333,0.540732405,11.38333333
391,61,yes,500,[0.8 0.1 0.1],49,7,0.216666667,11.38333333,0.532597148,11.38333333
392,62,yes,500,[ 0.8  0.2 -0. ],49,7,0.216666667,11.38333333,0.532597148,11.38333333
393,63,yes,500,[0.9 0.  0.1],49,7,0.216666667,11.38333333,0.537973492,11.38333333
394,64,yes,500,[ 0.9  0.1 -0. ],49,7,0.216666667,11.38333333,0.529908976,11.38333333
395,65,yes,500,[1. 0. 0.],49,7,0.216666667,11.38333333,0.53528532,11.38333333
396,0,no,100,[0. 0. 1.],49,5,1.8833333333333333,38.03333333333333,0.2131827532044902,38.03333333333333
397,1,no,100,[0.  0.1 0.9],49,5,1.8833333333333333,38.266666666666666,0.2173313138279672,38.266666666666666
398,2,no,100,[0.  0.2 0.8],49,5,1.8666666666666667,38.43333333333333,0.218887713532515,38.43333333333333
399,3,no,100,[0.  0.3 0.7],49,5,1.8666666666666667,38.43333333333333,0.2188557735396375,38.43333333333333
400,4,no,100,[0.  0.4 0.6],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
401,5,no,100,[0.  0.5 0.5],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
402,6,no,100,[0.  0.6 0.4],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
403,7,no,100,[0.  0.7 0.3],49,5,1.8666666666666667,38.43333333333333,0.2244971562473706,38.43333333333333
404,8,no,100,[0.  0.8 0.2],49,5,1.8666666666666667,38.43333333333333,0.2234372147269027,38.43333333333333
405,9,no,100,[0.  0.9 0.1],49,5,1.8666666666666667,38.43333333333333,0.2234372147269027,38.43333333333333
406,10,no,100,[0. 1. 0.],49,5,1.8833333333333333,38.3,0.2283270555672424,38.3
407,11,no,100,[0.1 0.  0.9],49,5,1.8833333333333333,38.03333333333333,0.2131827532044902,38.03333333333333
408,12,no,100,[0.1 0.1 0.8],49,5,1.8833333333333333,38.266666666666666,0.2173313138279672,38.266666666666666
409,13,no,100,[0.1 0.2 0.7],49,5,1.8666666666666667,38.43333333333333,0.218887713532515,38.43333333333333
410,14,no,100,[0.1 0.3 0.6],49,5,1.8666666666666667,38.43333333333333,0.2188557735396375,38.43333333333333
411,15,no,100,[0.1 0.4 0.5],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
412,16,no,100,[0.1 0.5 0.4],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
413,17,no,100,[0.1 0.6 0.3],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
414,18,no,100,[0.1 0.7 0.2],49,5,1.8666666666666667,38.43333333333333,0.2241316591713472,38.43333333333333
415,19,no,100,[0.1 0.8 0.1],49,5,1.8666666666666667,38.43333333333333,0.2234372147269027,38.43333333333333
416,20,no,100,[0.1 0.9 0. ],49,5,1.8833333333333333,38.3,0.2283114727969722,38.3
417,21,no,100,[0.2 0.  0.8],49,5,1.8833333333333333,38.03333333333333,0.2131827532044902,38.03333333333333
418,22,no,100,[0.2 0.1 0.7],49,5,1.8833333333333333,38.266666666666666,0.2173313138279672,38.266666666666666
419,23,no,100,[0.2 0.2 0.6],49,5,1.8666666666666667,38.43333333333333,0.218887713532515,38.43333333333333
420,24,no,100,[0.2 0.3 0.5],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
421,25,no,100,[0.2 0.4 0.4],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
422,26,no,100,[0.2 0.5 0.3],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
423,27,no,100,[0.2 0.6 0.2],49,5,1.8666666666666667,38.43333333333333,0.2241316591713472,38.43333333333333
424,28,no,100,[0.2 0.7 0.1],49,5,1.8666666666666667,38.43333333333333,0.2241316591713472,38.43333333333333
425,29,no,100,[0.2 0.8 0. ],49,5,1.8833333333333333,38.3,0.2283114727969722,38.3
426,30,no,100,[0.3 0.  0.7],49,5,1.8833333333333333,38.03333333333333,0.2131827532044902,38.03333333333333
427,31,no,100,[0.3 0.1 0.6],49,5,1.8833333333333333,38.266666666666666,0.2173313138279672,38.266666666666666
428,32,no,100,[0.3 0.2 0.5],49,5,1.8666666666666667,38.43333333333333,0.218887713532515,38.43333333333333
429,33,no,100,[0.3 0.3 0.4],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
430,34,no,100,[0.3 0.4 0.3],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
431,35,no,100,[0.3 0.5 0.2],49,5,1.8666666666666667,38.43333333333333,0.2244971562473706,38.43333333333333
432,36,no,100,[0.3 0.6 0.1],49,5,1.8666666666666667,38.43333333333333,0.2241164864739788,38.43333333333333
433,37,no,100,[0.3 0.7 0. ],49,5,1.8833333333333333,38.3,0.2283114727969722,38.3
434,38,no,100,[0.4 0.  0.6],49,5,1.8833333333333333,38.03333333333333,0.2131827532044902,38.03333333333333
435,39,no,100,[0.4 0.1 0.5],49,5,1.8833333333333333,38.266666666666666,0.2173313138279672,38.266666666666666
436,40,no,100,[0.4 0.2 0.4],49,5,1.8666666666666667,38.43333333333333,0.218887713532515,38.43333333333333
437,41,no,100,[0.4 0.3 0.3],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
438,42,no,100,[0.4 0.4 0.2],49,5,1.8666666666666667,38.43333333333333,0.2185779957618598,38.43333333333333
439,43,no,100,[0.4 0.5 0.1],49,5,1.8666666666666667,38.43333333333333,0.2241164864739788,38.43333333333333
440,44,no,100,[0.4 0.6 0. ],49,5,1.8833333333333333,38.3,0.2283114727969722,38.3
441,45,no,100,[0.5 0.  0.5],49,5,1.8833333333333333,38.03333333333333,0.2131827532044902,38.03333333333333
442,46,no,100,[0.5 0.1 0.4],49,5,1.8666666666666667,38.43333333333333,0.218887713532515,38.43333333333333
443,47,no,100,[0.5 0.2 0.3],49,5,1.8666666666666667,38.43333333333333,0.2186099357547373,38.43333333333333
444,48,no,100,[0.5 0.3 0.2],49,5,1.8666666666666667,38.43333333333333,0.2185632121080137,38.43333333333333
